Tytuł,Cena,Ekran:,Procesor,RAM,Grafika:,Dysk SSD,System operacyjny,Firma procesora
"Laptop 2w1 ASUS Vivobook S 14 Flip TN3402YA-LZ054W 14"" R7 7730U 16GB RAM 512GB Dysk SSD Win11 Niebieski",3299,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 7 7730U,16,AMD Radeon Graphics,512,Windows 11 Home,AMD
"Laptop ASUS Vivobook 16X K3605VU-MB260 16"" i9-13900H 32GB RAM 1TB Dysk SSD RTX4050 Srebrny",5499,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i9 13gen 13900H,32,NVIDIA® GeForce RTX 4050 + Intel Iris Xe Graphics,1024,Brak,Intel
"Apple MacBook Air 2024 13,6"" M3 16GB RAM 256GB Dysk macOS Księżycowa Poświata",5999,"13,6 "", 2560 x 1664 pikseli",Apple M3,16,Apple M3 (10-rdzeni),256,macOS Sonoma,Apple
"Laptop Acer Aspire 3 A317-54-34S5 17,3"" i3-1215U 8GB RAM 512GB Dysk SSD Win11 Srebrny",2499,"17,3 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,8,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop HP Pavilion 16-ag0054nw 16"" R5 8540U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2899,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 8540U,16,AMD Radeon™ 740M,512,Windows 11 Home,AMD
"Laptop ASUS Vivobook 15 X1504ZA-BQ279W 15,6"" i3-1215U 8GB RAM 512GB Dysk SSD Win11 Niebieski",1799,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,8,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Acer Nitro 16 AN16-41-R28B 16"" 165Hz R7 7840HS 32GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Czarny",6999,"16 "", 2560 x 1600 pikseli 165 Hz",AMD Ryzen™ 7 7840HS,32,NVIDIA® GeForce RTX™ 4070 + AMD Radeon™ 780M,1024,Windows 11 Home,AMD
"Laptop Acer Swift Go 16 SFG16-72-78P3 OLED 16"" Ultra 7 155H 32GB RAM 1TB Dysk SSD Win11 Szary",4999,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ Ultra 7 14gen 155H,32,Intel® Arc Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy MSI Raider GE68 HX 14VHG-408PL 16"" 120Hz i9-14900HX 32GB RAM 2TB Dysk SSD RTX4080 DLSS3 Win11 Czarny",12799,"16 "", 3840 x 2400 pikseli 120 Hz",Intel® Core™ i9 14gen 14900HX,32,NVIDIA® GeForce RTX™ 4080 + Intel UHD Graphics,2048,Windows 11 Home,Intel
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ACH6 15,6"" 120Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3050Ti Win11 Czarny",3399,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 5 5600H,16,NVIDIA® GeForce RTX™ 3050 Ti + AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy ASUS TUF Gaming F15 2023 FX507VI-LP075W 15,6"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Szary",6699,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 13gen 13620H,16,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad Slim 3 16ABR8 16"" R5 7530U 16GB RAM 512GB Dysk SSD Win11 Szary",2449,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7530U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy MSI Cyborg 15 A12VF-271XPL 15,6""144Hz i7-12650H 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Czarny",4499,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 12gen 12650H,16,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,512,Brak,Intel
"Laptop Lenovo ThinkBook 16 G7 IML 16"" Ultra 7 155H 32GB RAM 1TB Dysk SSD Win11 Pro Szary",5199,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,32,Intel® Arc Graphics,1024,Windows 11 Professional,Intel
"Laptop gamingowy Gigabyte AORUS 16X 2024 9KG-43EEC54SD 16"" 165Hz i7-13650HX 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Szary",5499,"16 "", 2560 x 1600 pikseli 165 Hz",Intel® Core™ i7 13gen 13650HX,16,NVIDIA® GeForce RTX 4060 + Intel UHD Graphics,1024,Brak,Intel
"Laptop Acer Swift Go 16 SFG16-72-56SV OLED 16"" Ultra 5 125U 16GB RAM 1TB Dysk SSD Win11 Szary",4699,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Lenovo Legion Slim 5 16IRH8 16"" 240Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Szary",6799,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i7 13gen 13620H,16,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Lenovo LOQ 15IAX9 15,6"" 144Hz i5-12450HX 16GB RAM 512GB Dysk SSD RTX4060 Win11 Szary",4599,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450HX,16,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Apple MacBook Air 2024 13,6"" M3 16GB RAM 512GB Dysk macOS Srebrny",6199,"13,6 "", 2560 x 1664 pikseli",Apple M3,16,Apple M3 (10-rdzeni),512,macOS Sonoma,Apple
"Laptop Lenovo IdeaPad Slim 3 15IAH8 15,6"" i5-12450H 16GB RAM 1TB Dysk SSD Win11 Szary",2699,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 12450H,16,Intel® UHD Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy HP OMEN 17-ck1102nw 17,3'' 165Hz i7-12700H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Czarny",8499,"17,3 "", 2560 x 1440 pikseli 165 Hz",Intel® Core™ i7 12gen 12700H,16,NVIDIA® GeForce RTX™ 3070 Ti + Intel Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop Acer Extensa 15 EX215-55-3773 15,6"" i3-1215U 16GB RAM 512GB Dysk SSD Win11 Szary",1699,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,16,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy HP OMEN 17-ck1102nw 17,3'' 165Hz i7-12700H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Czarny",8499,"17,3 "", 2560 x 1440 pikseli 165 Hz",Intel® Core™ i7 12gen 12700H,16,NVIDIA® GeForce RTX™ 3070 Ti + Intel Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop Acer Extensa 15 EX215-55-3773 15,6"" i3-1215U 16GB RAM 512GB Dysk SSD Win11 Szary",1699,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,16,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop ultrabook Huawei MateBook 14 2024 OLED 14,2"" Ultra 5 125H 16GB RAM 512GB Dysk SSD Win11 Szary",3999,"14,2 "", ekran dotykowy 2880 x 1920 pikseli 120 Hz",Intel® Core™ Ultra 5 14gen 125H,16,Intel® Arc™ Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Lenovo Legion 5 15IAH7H 15,6"" 165Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3060 Szary",4999,"15,6 "", 2560 x 1440 pikseli 165 Hz",Intel® Core™ i5 12gen 12500H,16,NVIDIA® GeForce RTX™ 3060 + Intel Iris Xe Graphics,512,Brak,Intel
"Laptop biznesowy Lenovo ThinkBook 16 G6 IRL 16"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",3449,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop HP Victus 15-fa0999nw 15,6"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarno-srebrny",3349,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Apple MacBook Air 2024 13,6"" M3 8GB RAM 512GB Dysk macOS Północ",5299,"13,6 "", 2560 x 1664 pikseli",Apple M3,8,Apple M3 (10-rdzeni),512,macOS Sonoma,Apple
"Laptop 2w1 HP Envy x360 14-fa0222nw 14"" R5 8640HS 16GB RAM 512GB Dysk SSD Win11 Srebrny",3799,"14 "", ekran dotykowy 1920 x 1200 pikseli",AMD Ryzen™ 5 8640HS,16,AMD Radeon™ 760M,512,Windows 11 Home,AMD
"Laptop gamingowy ASUS TUF Gaming A15 FA506NFR-HN009W 15,6''144Hz R7 7435HS 16GB RAM 512GB Dysk SSD RTX2050 Win11 Czarny",3399,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 7435HS,16,NVIDIA® Geforce RTX 2050,512,Windows 11 Home,AMD
"Laptop ASUS Vivobook 15X OLED M3504YA-MA313W 15,6"" 120Hz R7 7730U 16GB RAM 512GB Dysk SSD Win11 Srebrny",3499,"15,6 "", 2880 x 1620 pikseli 120 Hz",AMD Ryzen™ 7 7730U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy MSI Katana 17 B13VGK-856XPL 17,3"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Czarny",7799,"17,3 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 13gen 13620H,16,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,1024,Brak,Intel
"Apple MacBook Air 13,6"" M2 8GB RAM 512GB Dysk macOS Północ",4799,"13,6 "", 2560 x 1664 pikseli",Apple M2,8,Apple M2 (10-rdzeni),512,macOS Sonoma,Apple
"Laptop gamingowy Acer Nitro 5 AN515-45-R45W 15,6"" 144Hz R9 5900HX 32GB RAM 1TB Dysk SSD RTX3080 Czarny",8199,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 9 5900HX,32,NVIDIA® GeForce RTX™ 3080 + AMD Radeon™ Graphics,1024,Brak,AMD
"Apple MacBook Air 2024 15,3"" M3 16GB RAM 512GB Dysk macOS Księżycowa Poświata",6999,"15,3"", 2880 x 1864 pikseli",Apple M3,16,Apple M3 (10-rdzeni),512,macOS Sonoma,Apple
"Laptop gamingowy Lenovo LOQ 15ARP9 15,6"" 144Hz R5 7235HS 16GB RAM 512GB Dysk SSD RTX3050 Szary",2999,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 7235HS,16,NVIDIA® GeForce RTX™ 3050,512,Brak,AMD
Laptop 2w1 ASUS ZenBook 14 UX3402VA-KN161X OLED 14'' i7-1360P 16GB RAM 1TB Dysk SSD Win11 Pro Niebieski,5999,"14 "", ekran dotykowy 2880 x 1800 pikseli 90 Hz",Intel® Core™ i7 13gen 1360P,16,Intel® Iris Xe Graphics,1024,Windows 11 Professional,Intel
"Laptop gamingowy ASUS ROG Zephyrus G16 2023 GU603ZI-N4019W 16"" 240Hz i7-12700H 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Szary",7999,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i7 12gen 12700H,16,NVIDIA® GeForce RTX™ 4070 + Intel Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop Acer Swift Go 16 SFG16-72-58WZ OLED 16"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Szary",4499,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Home,Intel
"Laptop 2w1 Microsoft Surface Pro 9 5G 13"" SQ3 8GB RAM 128GB Dysk SSD Win11 Platynowy",7699,"13 "", ekran dotykowy 2880 x 1920 pikseli 120 Hz",Microsoft® SQ3™,8,Qualcomm® Adreno 8CX,128,Windows 11 Home,Inne
"Laptop Lenovo Legion Slim 5 14APH8 OLED 14,5"" 120Hz R7 7840HS 32GB RAM 512GB Dysk SSD RTX4060 DLSS3 Win11 Szary",6499,"14,5 "", 2880 x 1800 pikseli 120 Hz",AMD Ryzen™ 7 7840HS,32,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 780M,512,Windows 11 Home,AMD
"Laptop Lenovo ThinkPad E16 Gen 2 16"" Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",4999,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,16,Intel® Arc™ Graphics,512,Windows 11 Professional,Intel
"Apple MacBook Air 2024 15,3"" M3 8GB RAM 256GB Dysk macOS Gwiezdna Szarość",5399,"15,3"", 2880 x 1864 pikseli",Apple M3,8,Apple M3 (10-rdzeni),256,macOS Sonoma,Apple
"Laptop Lenovo ThinkPad E16 Gen 2 16"" Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",4999,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,16,Intel® Arc™ Graphics,512,Windows 11 Professional,Intel
"Apple MacBook Air 2024 15,3"" M3 8GB RAM 256GB Dysk macOS Gwiezdna Szarość",5399,"15,3"", 2880 x 1864 pikseli",Apple M3,8,Apple M3 (10-rdzeni),256,macOS Sonoma,Apple
"Laptop Acer Swift Go 16 SFG16-72-554Y OLED 16"" Ultra 5 125H 16GB RAM 512GB Dysk SSD Win11 Szary",4799,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ Ultra 5 14gen 125H,16,Intel® Arc Graphics,512,Windows 11 Home,Intel
"Apple MacBook Air 13,6"" M2 16GB RAM 256GB Dysk macOS Księżycowa Poświata",4499,"13,6 "", 2560 x 1664 pikseli",Apple M2,16,Apple M2 (8-rdzeni),256,macOS Sonoma,Apple
"Apple MacBook Pro 2024 14,2"" M4 Max 36GB RAM 1TB Dysk macOS Gwiezdna Czerń",16499,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M4 Max,36,Apple M4 Max (32-rdzenie),1024,macOS Sonoma,Apple
"Laptop ultrabook ASUS Zenbook S13 OLED UX5304MA-NQ011W 13,3"" Ultra 7 155U 32GB RAM 1TB Dysk SSD Win11 Szary",6899,"13,3 "", 2880 x 1800 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,32,Intel® Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy MSI Alpha 17 C7VF-017XPL 17,3"" 240Hz R9 7945HX 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Czarny",7999,"17,3 "", 2560 x 1440 pikseli 240 Hz",AMD Ryzen™ 9 7945HX,16,NVIDIA® GeForce RTX 4060 + AMD Radeon™ 610M,1024,Brak,AMD
"Apple MacBook Pro 2024 16,2"" M4 Pro 24GB RAM 512GB Dysk macOS Gwiezdna Czerń",12999,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M4 Pro,24,Apple M4 Pro (20-rdzeni),512,macOS Sonoma,Apple
"Apple MacBook Pro 2024 16,2"" M4 Pro 48GB RAM 512GB Dysk macOS Gwiezdna Czerń",14999,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M4 Pro,48,Apple M4 Pro (20-rdzeni),512,macOS Sonoma,Apple
"Laptop ASUS Vivobook S 16 M5606UA-MX017W OLED 16"" 120Hz R9 8945HS 32GB RAM 1TB Dysk SSD Win11 Czarny",5799,"16 "", 3200 x 2000 pikseli 120 Hz",AMD Ryzen™ 9 8945HS,32,AMD Radeon™ 780M,1024,Windows 11 Home,AMD
"Laptop ASUS Vivobook 15X OLED K3504VA-MA431W 15,6"" 120Hz i5-1335U 16GB RAM 512GB Dysk SSD Win11 Czarny",3299,"15,6 "", 2880 x 1620 pikseli 120 Hz",Intel® Core™ i5 13gen 1335U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Acer Swift Go 16 SFG16-72-90WF OLED 16"" Ultra 9 185H 32GB RAM 1TB Dysk SSD Win11 Szary",5299,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ Ultra 9 14gen 185H,32,Intel® Arc Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy ASUS ROG Zephyrus G16 GU603VI-N4024W 16"" 240Hz i7-13620H 16GB RAM 512GB Dysk SSD RTX4070 DLSS3 Win11 Szary",8499,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i7 13gen 13620H,16,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy ASUS ROG Zephyrus M16 2023 AniMe Matrix GU604VY-NM010W 16""240Hz i9-13900H 32GB RAM 1TB Dysk SSD RTX4090DLSS3 W11 Czarny",13499,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13900H,32,NVIDIA® GeForce RTX™ 4090 + Intel Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Acer Nitro 5 AN515-58-7421 15,6"" 144Hz i7-12650H 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Czarny",5499,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 12gen 12650H,16,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Apple MacBook Air 13,6"" M2 8GB RAM 512GB Dysk macOS Gwiezdna Szarość",4799,"13,6 "", 2560 x 1664 pikseli",Apple M2,8,Apple M2 (10-rdzeni),512,macOS Sonoma,Apple
"Apple MacBook Air 2024 13,6"" M3 16GB RAM 256GB Dysk macOS Gwiezdna Szarość",5199,"13,6 "", 2560 x 1664 pikseli",Apple M3,16,Apple M3 (8-rdzeni),256,macOS Sonoma,Apple
"Apple MacBook Air 13,6"" M2 8GB RAM 512GB Dysk macOS Księżycowa Poświata",4799,"13,6 "", 2560 x 1664 pikseli",Apple M2,8,Apple M2 (10-rdzeni),512,macOS Sonoma,Apple
"Laptop gamingowy Gigabyte G6X 9MG 2024 G6X 9MG-42EE854SD 16"" 165Hz i7-13650HX 16GB RAM 1TB Dysk SSD RTX4050 DLSS3 Szary",4749,"16 "", 1920 x 1200 pikseli 165 Hz",Intel® Core™ i7 13gen 13650HX,16,NVIDIA® GeForce RTX 4050 + Intel UHD Graphics,1024,Brak,Intel
"Laptop MSI Prestige 16 AI Evo B1MG-009PL 16"" Ultra 7 155H 32GB RAM 1TB Dysk SSD Win11 Szary",5499,"16 "", 2560 x 1600 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,32,Intel® Arc Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Lenovo Legion Slim 5 16AHP9 16"" 165Hz R7 8845HS 32GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Szary",6999,"16 "", 2560 x 1600 pikseli 165 Hz",AMD Ryzen™ 7 8845HS,32,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 780M,1024,Windows 11 Home,AMD
"Laptop Acer Nitro V 16 ANV16-41 16"" 165Hz R5 8645HS 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",3899,"16 "", 1920 x 1200 pikseli 165 Hz",AMD Ryzen™ 5 8645HS,16,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ 760M,512,Windows 11 Home,AMD
"Laptop gamingowy Lenovo Legion Slim 5 16AHP9 16"" 165Hz R7 8845HS 32GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Szary",6999,"16 "", 2560 x 1600 pikseli 165 Hz",AMD Ryzen™ 7 8845HS,32,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 780M,1024,Windows 11 Home,AMD
"Laptop Acer Nitro V 16 ANV16-41 16"" 165Hz R5 8645HS 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",3899,"16 "", 1920 x 1200 pikseli 165 Hz",AMD Ryzen™ 5 8645HS,16,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ 760M,512,Windows 11 Home,AMD
"Apple MacBook Air 2024 15,3"" M3 16GB RAM 256GB Dysk macOS Północ",6199,"15,3"", 2880 x 1864 pikseli",Apple M3,16,Apple M3 (10-rdzeni),256,macOS Sonoma,Apple
"Apple MacBook Air 13,6"" M2 16GB RAM 256GB Dysk macOS Północ",5299,"13,6 "", 2560 x 1664 pikseli",Apple M2,16,Apple M2 (10-rdzeni),256,macOS Sonoma,Apple
"Laptop biznesowy Lenovo ThinkPad E14 Gen 6 14"" Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",5349,"14 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 7 14gen 155H,16,Intel® Arc™ Graphics,512,Windows 11 Professional,Intel
"Laptop ultrabook ASUS Zenbook S 14 OLED UX5406SA-PV029W 14"" Ultra 7 258V 32GB RAM 1TB Dysk SSD Win11 Szary",7999,"14 "", 2880 x 1800 pikseli 120 Hz",Intel® Core™ Ultra 7 14gen 258V,32,Intel® Arc™ Graphics 140V,1024,Windows 11 Home,Intel
"Laptop Lenovo Yoga Pro 9 16IMH9 16"" 165Hz Ultra 7 155H 16GB RAM 512GB Dysk SSD RTX4060 Win11 Szary",6399,"16 "", 3200 x 2000 pikseli 165 Hz",Intel® Core™ Ultra 7 14gen 155H,16,NVIDIA® GeForce RTX 4060 + Intel Arc Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy ASUS ROG Zephyrus G14 2024 GA403UV-QS080W OLED 14"" 120Hz R7 8845HS 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Szary",8299,"14 "", 2880 x 1800 pikseli 120 Hz",AMD Ryzen™ 7 8845HS,16,NVIDIA® GeForce RTX 4060 + AMD Radeon™ 780M,1024,Windows 11 Home,AMD
"Laptop Acer Nitro V 16 ANV16-41 16"" 165Hz R7 8845HS 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Czarny",5699,"16 "", 1920 x 1200 pikseli 165 Hz",AMD Ryzen™ 7 8845HS,16,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 780M,1024,Windows 11 Home,AMD
"Laptop 2w1 Lenovo Yoga Slim 7x OLED 14,5"" Snapdragon X Elite X1E-78-100 16GB RAM 512GB Dysk SSD Win11 Niebieski",5199,"14,5 "", ekran dotykowy 2944 x 1840 pikseli 90 Hz",Qualcomm® Snapdragon® X Elite X1E-78-100,16,Qualcomm® Adreno™ Graphics,512,Windows 11 Home,Qualcomm
"Laptop Dell Inspiron 7630-3291 16"" i7-13620H 16GB RAM 1TB Dysk SSD Win11 Srebrny",5999,"16 "", 2560 x 1600 pikseli",Intel® Core™ i7 13gen 13620H,16,Intel® UHD Graphics,1024,Windows 11 Home,Intel
"Laptop ASUS Vivobook 15 M1502YA-BQ135W 15,6"" R5 7530U 8GB RAM 512GB Dysk SSD Win11 Niebieski",1899,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 7530U,8,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Apple MacBook Pro 2024 14,2"" M4 24GB RAM 1TB Dysk macOS Gwiezdna Czerń",10499,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M4,24,Apple M4 (10-rdzeni),1024,macOS Sonoma,Apple
"Apple MacBook Pro 2024 16,2"" M4 Max 48GB RAM 1TB Dysk macOS Srebrny",21499,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M4 Max,48,Apple M4 Max (40-rdzeni),1024,macOS Sonoma,Apple
"Apple MacBook Pro 2024 14,2"" M4 Pro 24GB RAM 1TB Dysk macOS Gwiezdna Czerń",12499,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M4 Pro,24,Apple M4 Pro (20-rdzeni),1024,macOS Sonoma,Apple
"Laptop Acer Aspire 15 A15-51M-561U 15,6"" Core 5 120U 16GB RAM 512GB Dysk SSD Win11 Szary",3299,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ 5 120U,16,Intel® Graphics,512,Windows 11 Home,Intel
"Laptop 2w1 Lenovo ThinkPad X1 Carbon Gen 12 OLED 14"" Ultra 7 155U 32GB RAM 1TB Dysk SSD Win11 Pro Czarny",13899,"14 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",Intel® Core™ Ultra 7 14gen 155U,32,Intel® Graphics,1024,Windows 11 Professional,Intel
"Laptop gamingowy Gigabyte AORUS 16X 2024 9SG-43EEC54SH 16"" 165Hz i7-13650HX 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Szary",7099,"16 "", 2560 x 1600 pikseli 165 Hz",Intel® Core™ i7 13gen 13650HX,16,NVIDIA® GeForce RTX 4070 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop Microsoft Surface Laptop Studio 2 14,4"" i7-13700H 16GB RAM 512GB Dysk SSD RTX4050 DLSS3 Win11 Platynowy",8999,"14,4 "", ekran dotykowy 2400 x 1600 pikseli 120 Hz",Intel® Core™ i7 13gen 13700H,16,NVIDIA® GeForce RTX 4050 + Intel Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy MSI Stealth 16 AI Studio A1VHG-010PL 16"" 120Hz Ultra 9 185H 32GB RAM 2TB Dysk SSD RTX4080 DLSS3 Win11 Niebieski",13299,"16 "", 3840 x 2400 pikseli 120 Hz",Intel® Core™ Ultra 9 14gen 185H,32,NVIDIA® GeForce RTX™ 4080 + Intel Arc Graphics,2048,Windows 11 Home,Intel
"Apple MacBook Pro 2024 16,2"" M4 Max 36GB RAM 1TB Dysk macOS Gwiezdna Czerń",18499,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M4 Max,36,Apple M4 Max (32-rdzenie),1024,macOS Sonoma,Apple
"Laptop biznesowy Lenovo V17 G4 IRU 17,3"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",4399,"17,3 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Apple MacBook Pro 2024 16,2"" M4 Max 36GB RAM 1TB Dysk macOS Gwiezdna Czerń",18499,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M4 Max,36,Apple M4 Max (32-rdzenie),1024,macOS Sonoma,Apple
"Laptop biznesowy Lenovo V17 G4 IRU 17,3"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",4399,"17,3 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop 2w1 ASUS Vivobook S 14 Flip TN3402YA-KN052W OLED 14"" 90Hz R5 7530U 16GB RAM 512GB Dysk SSD Win11 Niebieski",4199,"14 "", ekran dotykowy 2880 x 1800 pikseli 90 Hz",AMD Ryzen™ 5 7530U,16,AMD Radeon Graphics,512,Windows 11 Home,AMD
