Tytuł,Cena,Ekran:,Procesor,RAM,Grafika:,Dysk SSD,System operacyjny,Firma procesora
"Laptop gamingowy Lenovo LOQ 15IRH8 15,6"" i5-12450H 8GB RAM 512GB Dysk SSD RTX2050 Szary",2899,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 12450H,8,NVIDIA® GeForce RTX™ 2050 + Intel UHD Graphics,512,Brak,Intel
"Laptop gamingowy HP Victus 16-e0121nw 16,1"" R5 5600H 8GB RAM 512GB Dysk SSD RTX3050 Win11 Czarno-srebrny",2999,"16,1 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5600H,8,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop Dell Inspiron 15 5515-7660 15,6"" R5 5500U 16GB RAM 512GB Dysk SSD Win10 Srebrny",3399,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5500U,16,AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ARH7 15,6"" 165Hz R5 6600H 16GB RAM 512GB Dysk SSD RTX3050 Szary",3899,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 5 6600H,16,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ 660M,512,Brak,AMD
"Laptop Huawei MateBook D 16 16,1"" R5 4600H 16GB RAM 512GB Dysk SSD Win10 Szary",4199,"16,1 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 4600H,16,AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop MSI Modern 14 A10M-1062PL 14"" i7-10510U 8GB RAM 512GB Dysk SSD Win10 Szary",4199,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 10gen 10510U,8,Intel® UHD Graphics,512,Windows 10,Intel
"Laptop Dell Inspiron 14 5410-6705 14"" i7-11390H 16GB RAM 512GB Dysk SSD Win11 Srebrny",4249,"14 "", 1920 x 1080 pikseli",Intel® Core™ i7 11gen 11390H,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15IAH7 15,6"" 120Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX3050Ti Win11 Szary",4499,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 12450H,16,NVIDIA® GeForce RTX™ 3050 Ti + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop Dell Inspiron 5510-5856 15,6'' i7-11390H 16GB RAM 1TB Dysk SSD Win11 Srebrny",4699,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i7 11gen 11390H,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop ASUS ZenBook 14 UM425QA-KI011 14"" R7 5800H 16GB RAM 1TB SSD Dysk Szary",4799,"14 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 5800H,16,AMD Radeon™ Graphics,1024,Brak,AMD
"Laptop ultrabook Lenovo IdeaPad 5 Pro 14ITL6 14"" i7-1165G7 16GB RAM 1TB Dysk SSD Win11 Szary",4799,"14 "", 2240 x 1400 pikseli 60 Hz",Intel® Core™ i7 11gen 1165G7,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad 5 Pro 16IHU6 16"" i5-11300H 16GB RAM 1TB Dysk SSD MX450 Win11 Szary",4949,"16 "", 2560 x 1600 pikseli 60 Hz",Intel® Core™ i5 11gen 11300H,16,NVIDIA® GeForce MX 450 + Intel Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Dell G15 5520-6600 15,6"" 120Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",5199,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 12500H,16,NVIDIA® GeForce RTX™ 3050 + Intel Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy ASUS ROG Zephyrus G14 GA401QC-HZ010T Matrix 14""144Hz R7 5800HS 16GB RAM 512GB Dysk SSD RTX3050 Win10 Szary",5399,"14 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800HS,16,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop gamingowy Dell G15 5520-6600 15,6"" 120Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",5199,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 12500H,16,NVIDIA® GeForce RTX™ 3050 + Intel Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy ASUS ROG Zephyrus G14 GA401QC-HZ010T Matrix 14""144Hz R7 5800HS 16GB RAM 512GB Dysk SSD RTX3050 Win10 Szary",5399,"14 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800HS,16,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ Graphics,512,Windows 10,AMD
Laptop biznesowy Dell Inspiron 16 5620-5613 16'' i7-1255U 16GB RAM 1TB Dysk SSD Win11 Srebrny,5499,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i7 12gen 1255U,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad 5 Pro 16ACH6 16"" 120Hz R7 5800H 16GB RAM 1TB Dysk SSD GTX1650 Win11 Szary",5499,"16 "", 2560 x 1600 pikseli 120 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce GTX 1650 + AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop gamingowy Lenovo Legion 5 15ACH6H 15,6"" 165Hz R7 5800H 16GB RAM 512GB Dysk SSD RTX3060 Czarno-niebieski",6299,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ Graphics,512,Brak,AMD
"Laptop 2w1 Microsoft Surface Laptop 5 15"" i7-1255U 8GB RAM 512GB Dysk SSD Win11 Czarny Matowy",6589,"15 "", ekran dotykowy 2496 x 1664 pikseli",Intel® Core™ i7 12gen 1255U,8,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Lenovo Legion 5 15ACH6H 15,6"" 165Hz R7 5800H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarno-niebieski",6599,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop Huawei MateBook 14s 14,2"" i7-11370H 16GB RAM 1TB Dysk SSD Win10 Szary",7699,"14,2 "", ekran dotykowy 2520 x 1680 pikseli 90 Hz",Intel® Core™ i7 11gen 11370H,16,Intel® Iris Xe Graphics,1024,Windows 10,Intel
"Laptop 2w1 Dell XPS 13 9315-9225 13,4"" i7-1250U 16GB RAM 512GB Dysk SSD Win11 Pro Niebieski",8849,"13,4 "", ekran dotykowy 3840 x 2400 pikseli 60 Hz",Intel® Core™ i7 12gen 1250U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop HP 15s-eq2262nw 15,6"" R3 5300U 8GB RAM 256GB Dysk Srebrny",1499,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 3 5300U,8,AMD Radeon™ Graphics,256,Brak,AMD
"Laptop ASUS X515JA-BQ2217W 15,6"" i3-1005G1 8GB RAM 512GB Dysk SSD Win11 Srebrny",1999,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 10gen 1005G1,8,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop chromebook Acer Chromebook 317 CB317-1HT-C6QB 17,3"" Celeron N5100 8GB RAM 128GB Dysk ChromeOS Szary",2299,"17,3 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",Intel® Celeron® N5100,8,Intel® UHD Graphics,128,Chrome OS,Intel
"Laptop HP 15s-fq2699nw 15,6"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Złoty",3299,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ACH6 15,6"" 120Hz R5 5600H 8GB RAM 512GB Dysk SSD GTX1650 Czarny",3299,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 5 5600H,8,NVIDIA® GeForce GTX™ 1650 + AMD Radeon™ Graphics,512,Brak,AMD
"Laptop gamingowy Acer Nitro 5 AN515-46-R625 15,6"" 165Hz R5 6600H 8GB RAM 512GB Dysk SSD RTX3050 Czarny",3399,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 5 6600H,8,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ 660M,512,Brak,AMD
"Laptop ultrabook Lenovo ThinkBook 14 IIL 14"" i5-1035G1 8GB RAM 256GB Dysk Szary",3399,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 10gen 1035G1,8,Intel® UHD Graphics,256,Brak,Intel
"Laptop Lenovo IdeaPad 5 15ABA7 15,6"" R5 5625U 16GB RAM 512GB Dysk SSD Win11 Szary",3699,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5625U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop 2w1 Acer Aspire 5 Spin A5SP14-51MTN-51CD 14"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Czarny",4199,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad 5 Pro 16ACH6 16"" R5 5600H 16GB RAM 512GB Dysk SSD Win11 Szary",4349,"16 "", 2560 x 1600 pikseli 60 Hz",AMD Ryzen™ 5 5600H,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy Lenovo Legion 5 15ITH6 15,6"" 165Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX3050Ti Czarno-niebieski",4489,"15,6 "", 1920 x 1080 pikseli 165 Hz",Intel® Core™ i5 11gen 11400H,16,NVIDIA® GeForce RTX™ 3050 Ti+ Intel UHD Graphics,512,Brak,Intel
"Laptop ultrabook ASUS Zenbook 14X UM5401QA-KN064W OLED 14"" R5 5600H 16GB RAM 512GB Dysk SSD Win11 Czarny",4499,"14 "", ekran dotykowy 2880 x 1800 pikseli 90 Hz",AMD Ryzen™ 5 5600H,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop 2w1 Lenovo Yoga 7 14ITL5 14"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Szary",4699,"14 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop ultrabook ASUS Zenbook 14X UM5401QA-KN064W OLED 14"" R5 5600H 16GB RAM 512GB Dysk SSD Win11 Czarny",4499,"14 "", ekran dotykowy 2880 x 1800 pikseli 90 Hz",AMD Ryzen™ 5 5600H,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop 2w1 Lenovo Yoga 7 14ITL5 14"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Szary",4699,"14 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop ASUS Vivobook S 15 K5504VN-BN040W 15,6"" i5-13500H 16GB RAM 512GB Dysk SSD Arc A350M Win11 Czarny",4899,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 13500H,16,Intel® Arc A350M + Intel Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop ultrabook Acer Swift 3 SF314-512-528F 14"" i5-1240P 16GB RAM 1TB Dysk SSD Win11 Niebieski",5349,"14 "", 2560 x 1440 pikseli 60 Hz",Intel® Core™ i5 12gen 1240P,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy HP OMEN 15-en0010nw 15,6"" 144Hz R5 4600H 8GB RAM 512GB Dysk SSD GTX1660Ti Czarny",5399,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 4600H,8,NVIDIA® GeForce GTX™ 1660 Ti + AMD Radeon™ Graphics,512,Brak,AMD
"Apple MacBook Air M1 13,3"" M1 16GB RAM 512GB Dysk macOS Złoty",5499,"13,3 "", 2560 x 1600 pikseli",Apple M1,16,Apple M1 (8-rdzeni),512,macOS Sonoma,Apple
Laptop Dell Inspiron 16 5620-5989 16'' i7-1255U 16GB RAM 512GB Dysk SSD Win11 Srebrny,5699,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i7 12gen 1255U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy HIRO 15,6"" Intel® Core™ i7-9750H 16GB RAM 512GB Dysk SSD GTX1660Ti Win10 Szary",6549,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i7 9gen 9750H,16,NVIDIA® NVIDIA GeForce GTX™ 1660 Ti + Intel UHD Graphics,512,Windows 10,Intel
"Laptop ASUS Zenbook S13 OLED UX5304VA-NQ021W 13,3"" i7-1355U 16GB RAM 1TB Dysk SSD Win11 Szary",7599,"13,3 "", 2880 x 1800 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Lenovo Legion 5 15ACH6H 15,6"" 165Hz R5 5600H 16GB RAM 1TB Dysk SSD RTX3070 Win11 Czarno-niebieski",7999,"15,6 "", 2560 x 1440 pikseli 165 Hz",AMD Ryzen™ 5 5600H,16,NVIDIA® GeForce RTX™ 3070 + AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop gamingowy Lenovo Legion 5 15ACH6H 15,6"" 165Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3070 Win10 Czarno-niebieski",8299,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce RTX™ 3070 + AMD Radeon™ Graphics,1024,Windows 10,AMD
"Laptop 2w1 ASUS ROG Flow X13 GV301QE-K5041T Supernova 13,4"" R9 5980HS 16GB RAM 512GB Dysk SSD RTX3050Ti Win10 Czarny",12499,"13,4 "", ekran dotykowy 3840 x 2400 pikseli 60 Hz",AMD Ryzen™ 9 5980HS,16,NVIDIA® GeForce RTX™ 3050 Ti + AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop 2w1 MSI Creator Z17 HX Studio A13VFT-028PL 17"" 165Hz i7-13700HX 32GB RAM 2TB Dysk SSD RTX4060 DLSS3 Win11 Pro Szary",12499,"17 "", ekran dotykowy 2560 x 1600 pikseli 165 Hz",Intel® Core™ i7 13gen 13700HX,32,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,2048,Windows 11 Professional,Intel
"Laptop Acer Extensa EX215-32-C3NJ 15,6"" N5100 8GB RAM 256GB Dysk SSD Win11 Czarny",1699,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Celeron® N5100,8,Intel® UHD Graphics,256,Windows 11 Home,Intel
"Laptop Acer Aspire 3 A315-58-39PH 15,6"" i3-1115G4 4GB RAM 256GB Dysk SSD Win11S Srebrny",1799,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 11gen 1115G4,4,Intel® UHD Graphics,256,Windows 11 Home,Intel
"Laptop Toshiba Satellite Pro C50-H-10W 15,6"" i3-1005G1 16GB RAM 256GB Dysk Granatowy",2199,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 10gen 1005G1,16,Intel® UHD Graphics,256,Brak,Intel
"Laptop chromebook Acer Chromebook 317 CB317-1HT-C031 17,3"" Celeron N4500 8GB RAM 128GB Dysk ChromeOS Szary",2249,"17,3 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",Intel® Celeron® N4500,8,Intel® UHD Graphics,128,Chrome OS,Intel
"Laptop ASUS Vivobook 15 D1502IA-BQ187W 15,6"" R5 4600H 8GB RAM 512GB Dysk SSD Win11 Niebieski",2299,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 4600H,8,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop 2w1 Microsoft Surface Go 3 10,5"" ® Pentium™ Gold 6500Y 4GB RAM 64GB Dysk Win11 S + klawiatura",2549,"10,5 "", ekran dotykowy 1920 x 1280 pikseli",Intel® Pentium® Gold 6500Y,4,Intel® UHD Graphics 615,64,Windows 11 Home,Intel
"Laptop HP Pavilion 15-eh1369nw 15,6"" R5 5500U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2699,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5500U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop Acer Aspire 3 A315-58-522V 15,6"" i5-1135G7 16GB RAM 1TB Dysk SSD Win11 Srebrny",2799,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad 3 15ADA05 15,6"" R7 3700U 8GB RAM 256GB Dysk SSD Win10 Szary",3099,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 3700U,8,AMD Radeon™ Vega 10,256,Windows 10,AMD
"Laptop Acer Aspire 3 A315-58-522V 15,6"" i5-1135G7 16GB RAM 1TB Dysk SSD Win11 Srebrny",2799,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad 3 15ADA05 15,6"" R7 3700U 8GB RAM 256GB Dysk SSD Win10 Szary",3099,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 3700U,8,AMD Radeon™ Vega 10,256,Windows 10,AMD
"Laptop Lenovo IdeaPad 3 15ALC6 15,6"" R7 5700U 16GB RAM 1TB Dysk SSD Win11 Szary",3199,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 5700U,16,AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop ultrabook Lenovo IdeaPad 5 14ITL05 14"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Platynowy",3199,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Huawei MateBook D14 14"" i5-1155G7 8GB RAM 512GB Dysk SSD Win11 Szary",3249,"14 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1155G7,8,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop biznesowy Dell Vostro 3510 15,6"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3449,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop MSI Modern 14 B10MW-246PL 14"" i5-10210U 8GB RAM 512GB Dysk SSD Win10 Niebieski",3499,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 10gen 10210U,8,Intel® UHD Graphics,512,Windows 10,Intel
"Laptop Toshiba Satellite Pro C50-H-11E 15,6"" i5-1035G1 16GB RAM 1TB Dysk SSD Win10 Granatowy",3749,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 10gen 1035G1,16,Intel® UHD Graphics,1024,Windows 10,Intel
"Laptop ultrabook Lenovo IdeaPad 5 Pro 14ITL6 14"" i5-1135G7 16GB RAM 1TB Dysk SSD Win11 Szary",4099,"14 "", 2240 x 1400 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Dell Inspiron G3 3590-1428 15,6"" i7-9750H 8GB RAM 512GB Dysk SSD GTX1660Ti Max-Q Biały",4199,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 9gen 9750H,8,NVIDIA® GeForce GTX™ 1660 Ti Max-Q + Intel UHD Graphics 630,512,Brak,Intel
"Laptop gamingowy HP OMEN 15-en0028nw 15,6"" R5 4600H 8GB RAM 512GB Dysk SSD GTX1650Ti Srebrny",4299,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 4600H,8,NVIDIA® GeForce GTX™ 1650 Ti + AMD Radeon™ Graphics,512,Brak,AMD
"Laptop 2w1 Microsoft Surface Pro 7 12,3"" i5-1035G4 8GB RAM 256GB Dysk SSD Win10 Platynowy",4299,"12,3 "", ekran dotykowy 2736 x 1824 pikseli",Intel® Core™ i5 10gen 1035G4,8,Intel® Iris Plus Graphics,256,Windows 10,Intel
"Laptop 2w1 Microsoft Surface Pro X 13"" SQ1 8GB RAM 128GB Dysk SSD Win11 Platynowy + klawiatura Type Cover",4399,"13 "", ekran dotykowy 2880 x 1920 pikseli",Microsoft® SQ1™,8,Qualcomm® Adreno 685,128,Windows 11 Home,Inne
"Laptop HP Pavilion 15-eg0078nw 15,6"" i7-1165G7 16GB RAM 512GB Dysk SSD MX450 Srebrny",4499,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i7 11gen 1165G7,16,NVIDIA® GeForce MX 450 + Intel Iris Xe Graphics,512,Brak,Intel
"Laptop gamingowy HIRO 7165 15,6"" i7-9750H 8GB RAM 512GB Dysk SSD GTX1650 Win11 Szary",4699,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 9gen 9750H,8,NVIDIA® GeForce GTX 1650 + Intel UHD Graphics 630,512,Windows 11 Home,Intel
"Laptop ultrabook Dell Inspiron 14 5420-5521 14"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Srebrny",4799,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop biznesowy Toshiba Satellite Pro C50-H-104 15,6"" i7-1065G7 16GB RAM 1TB Dysk SSD Win10 Pro Granatowy",4799,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i7 10gen 1065G7,16,Intel® Iris Plus Graphics,1024,Windows 10,Intel
"Laptop 2w1 Microsoft Surface Pro 7 12,3"" i5-1035G4 8GB RAM 128GB Dysk SSD Win10 Platynowy + klawiatura",5099,"12,3 "", ekran dotykowy 2736 x 1824 pikseli",Intel® Core™ i5 10gen 1035G4,8,Intel® Iris Plus Graphics,128,Windows 10,Intel
Laptop ultrabook ASUS ZenBook 14 UX3402ZA-KM319W OLED 14'' i5-1240P 16GB RAM 512GB Dysk SSD Win11 Niebieski,5399,"14 "", 2880 x 1800 pikseli 90 Hz",Intel® Core™ i5 12gen 1240P,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Dell Inspiron 7610-6006 16"" i5-11400H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Niebieski",5499,"16 "", 3072 x 1920 pikseli 60 Hz",Intel® Core™ i5 11gen 11400H,16,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy ASUS ROG Strix G17 2022 G713RC-HX057W 17,3"" 144Hz R7 6800H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Szary",5699,"17,3 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 6800H,16,NVIDIA® GeForce RTX 3050 + AMD Radeon™ 680M,512,Windows 11 Home,AMD
"Laptop Dell Inspiron G5 15 5505-6384 15,6'' 144Hz R7 4800H 16GB RAM 512GB Dysk SSD RX5600M Win10 Srebrny",5799,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 4800H,16,AMD Radeon™ RX 5600M + AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop gamingowy ASUS ROG Strix G17 2022 G713RC-HX057W 17,3"" 144Hz R7 6800H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Szary",5699,"17,3 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 6800H,16,NVIDIA® GeForce RTX 3050 + AMD Radeon™ 680M,512,Windows 11 Home,AMD
"Laptop Dell Inspiron G5 15 5505-6384 15,6'' 144Hz R7 4800H 16GB RAM 512GB Dysk SSD RX5600M Win10 Srebrny",5799,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 4800H,16,AMD Radeon™ RX 5600M + AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop gamingowy Dell G15 Ryzen Edition 5515-6892 15,6"" 120Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3060 Win10 Szary",5999,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ Graphics,1024,Windows 10,AMD
"Laptop 2w1 ASUS Zenbook 14X OLED UX5401ZA-KN044W 14"" i7-12700H 16GB RAM 1TB Dysk SSD Win11 Szary",6999,"14 "", ekran dotykowy 2880 x 1800 pikseli 90 Hz",Intel® Core™ i7 12gen 12700H,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Dell G15 5511-9199 15,6"" 360Hz i7-11800H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarny",6999,"15,6 "", 1920 x 1080 pikseli 360 Hz",Intel® Core™ i7 11gen 11800H,16,NVIDIA® GeForce RTX™ 3060 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy HIRO S560 15,6"" i7-10750H 16GB RAM 512GB Dysk SSD RTX2070 Win10 Szary",6999,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i7 10gen 10750H,16,NVIDIA® GeForce RTX™ 2070 + Intel UHD Graphics,512,Windows 10,Intel
"Apple MacBook Pro M1 13,3"" M1 8GB RAM 512GB Dysk macOS Srebrny",7499,"13,3 "", 2560 x 1600 pikseli",Apple M1,8,Apple M1 (8-rdzeni),512,macOS Sonoma,Apple
"Laptop 2w1 HP Spectre x360 13-aw2101nw OLED 13,3"" i7-1165G7 16GB RAM 1TB Dysk SSD Win10 Czarny",7499,"13,3 "", ekran dotykowy 3840 x 2160 pikseli",Intel® Core™ i7 11gen 1165G7,16,Intel® Iris Xe Graphics,1024,Windows 10,Intel
"Laptop 2w1 ASUS Zenbook 14X OLED UX3404VA-M3039W 14,5"" i7-13700H 16GB RAM 1TB Dysk SSD Win11 Szary",7799,"14,5 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",Intel® Core™ i7 13gen 13700H,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
Laptop 2w1 HP Spectre x360 16-f1252nw OLED 16'' i7-1260P 32GB RAM 1TB Dysk SSD ARC A370M Win11 Pro Niebieski,7999,"16 "", ekran dotykowy 3840 x 2400 pikseli",Intel® Core™ i7 12gen 1260P,32,Intel® Arc™ A370M + Intel Iris Xe Graphics,1024,Windows 11 Professional,Intel
"Laptop ASUS X515EA-BQ3082W 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD Win11 Szary",1799,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
