Tytuł,Cena,Sklep,Procesor,RAM,Dysk SSD,Karta graficzna:,Ekran,System operacyjny,Dysk HDD:,Firma procesora
"Laptop ACER Aspire 3 A317-54-51BF 17.3"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home",2899.99,MediaExpert,Intel Core i5-1235U,8,512,Intel Iris Xe Graphics,17.3,Windows 11 Home,,Intel
"Laptop ACER Nitro 5 AN515-58-98PS 15.6"" IPS 165Hz i9-12900H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3",6899.98,MediaExpert,Intel Core i9-12900H,16,1000,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop HUAWEI MateBook D 16 16"" IPS i5-12450H 8GB RAM 512GB SSD Windows 11 Home",2719.97,MediaExpert,Intel Core i5-12450H,8,512,Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop HP 15s-fq2204nw 15.6"" i3-1115G4 8GB RAM 256GB SSD Windows 11 Home",1749.97,MediaExpert,Intel Core i3-1115G4,8,256,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop HP Pavilion Gaming 15-EC2513NW 15.6"" IPS R5-5600H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3359.97,MediaExpert,AMD Ryzen 5 5600H,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop APPLE MacBook Air 2024 13.6"" M3 8GB RAM 512GB SSD macOS Północ",5299.0,MediaExpert,Apple M3,8,512,Apple M3 (10 rdzeni),13.6,macOS Sonoma,,Apple
"Laptop ASUS TUF Gaming F15 FX506HE-HN001W 15.6"" IPS 144Hz i7-11800H 16GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",3519.97,MediaExpert,Intel Core i7-11800H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Inspiron 3520-9997 15.6"" i5-1235U 8GB RAM 512GB SSD Windows 11 Home",2298.98,MediaExpert,Intel Core i5-1235U,8,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS ZenBook S UM5606WA-RK161X 16"" OLED Ryzen AI 9 HX 370 32GB RAM 1TB SSD Windows 11 Professional",8499.99,MediaExpert,AMD Ryzen AI 9 HX 370,32,1000,AMD Radeon 890M,16,Windows 11 Professional,,AMD
"Laptop ASUS TUF Gaming A15 FA506NF-HN008W 15.6"" IPS 144Hz R5-7535HS 16GB RAM 512GB SSD GeForce RTX2050 Windows 11 Home",2999.98,MediaExpert,AMD Ryzen 5 7535HS,16,512,NVIDIA GeForce RTX 2050 + AMD Radeon 660M,15.6,Windows 11 Home,,AMD
"Laptop APPLE MacBook Air 2024 15.3"" M3 8GB RAM 256GB SSD macOS Gwiezdna szarość",5399.0,MediaExpert,Apple M3,8,256,Apple M3 (10 rdzeni),15.3,macOS Sonoma,,Apple
"Laptop DELL Inspiron 5430-9898 14"" i7-1355U 16GB RAM 512GB SSD Windows 11 Home",3499.99,MediaExpert,Intel Core i7-1355U,16,512,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop ASUS ZenBook S UX5304VA-NQ042W 13.3"" OLED i5-1335U 16GB RAM 512GB SSD Windows 11 Home",3199.97,MediaExpert,Intel Core i5-1335U,16,512,Intel Iris Xe Graphics,13.3,Windows 11 Home,,Intel
"Laptop APPLE MacBook Pro 2024 16"" Retina M4 Pro 24GB RAM 512GB SSD macOS Srebrny",12999.99,MediaExpert,Apple M4 Pro,24,512,Apple M4 Pro (20 rdzeni),16.2,macOS Sequoia,,Apple
Laptop DREAMMACHINES RG4060-15PL38 15.6” 144Hz I7-13620H 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3,5299.98,MediaExpert,Intel Core i7-13620H,32,1024,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,15.6,Brak,,Intel
"Laptop MSI Vector 17 HX A13VIG-833PL 17"" IPS 240Hz i9-13980HX 32GB RAM 1TB SSD GeForce RTX4090 DLSS 3 Windows 11 Home",13498.98,MediaExpert,Intel Core i9-13980HX,32,1000,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,17,Windows 11 Home,,Intel
"Laptop ASUS ZenBook UX3405MA-PP175W 14"" OLED Ultra 5-125H 16GB RAM 1TB SSD Windows 11 Home",4499.96,MediaExpert,Intel Core Ultra 5-125H,16,1000,Intel Arc Graphics,14,Windows 11 Home,,Intel
"Laptop LENOVO LOQ 15IRH8 82XV00L3PB 15.6"" IPS 144Hz i5-12450H 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",3519.97,MediaExpert,Intel Core i5-12450H,16,512,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop HP Victus 15-FB0733NW 15.6"" IPS 144Hz R5-5600H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",2799.97,MediaExpert,AMD Ryzen 5 5600H,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop PREDATOR Triton Neo 16 PTN16-51-94WZ 16"" IPS 240Hz Ultra 9-185H 32GB RAM 2TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",7499.99,MediaExpert,Intel Core Ultra 9-185H,32,,NVIDIA GeForce RTX 4060 + Intel Arc Graphics,16,Windows 11 Home,,Intel
"Laptop DELL Inspiron 3520-2079 15.6"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home",2859.99,MediaExpert,Intel Core i5-1235U,8,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ACER Extensa 15 EX215-55-51GE 15.6"" IPS i5-1235U 16GB RAM 1TB SSD Windows 11 Home",2849.98,MediaExpert,Intel Core i5-1235U,16,1000,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Vostro 3530 15.6"" i5-1335U 8GB RAM 512GB SSD Windows 11 Professional",2769.98,MediaExpert,Intel Core i5-1335U,8,512,Intel Iris Xe Graphics,15.6,Windows 11 Professional,,Intel
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 165Hz i7-12650H 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3",4399.0,MediaExpert,Intel Core i7-12650H,16,,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,15.6,Brak,,Intel
"Laptop LENOVO IdeaPad 3 15ITL6 15.6"" IPS i3-1115G4 8GB RAM 512GB SSD Windows 11 Home S",1589.97,MediaExpert,Intel Core i3-1115G4,8,512,Intel UHD Graphics,15.6,Windows 11 Home S,,Intel
"Laptop APPLE MacBook Air 2023 15.3"" Retina M2 8GB RAM 256GB SSD macOS Księżycowa poświata",4999.99,MediaExpert,Apple M2,8,256,Apple M2 (10 rdzeni),15.3,macOS Ventura,,Apple
"Laptop ACER Nitro ANV15-51-58EH 15.6"" IPS 144Hz i5-13420H 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",4099.98,MediaExpert,Intel Core i5-13420H,16,512,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS TUF Gaming F17 FX707ZC4-HX008W 17.3"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3849.0,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,17.3,Windows 11 Home,,Intel
"Laptop ASUS VivoBook 16X K3605ZC-N1089W 16"" IPS i5-12450H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3349.97,MediaExpert,Intel Core i5-12450H,16,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 165Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3",3999.0,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 144Hz i7-12650H 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",4999.97,MediaExpert,Intel Core i7-12650H,16,1000,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS VivoBook X1500EA-BQ3419W 15.6"" IPS i5-1135G7 16GB RAM 512GB SSD Windows 11 Home",1999.97,MediaExpert,Intel Core i5-1135G7,16,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Inspiron 5435-0801 14"" R7-7730U 16GB RAM 1TB SSD Windows 11 Home",3999.99,MediaExpert,AMD Ryzen 7 7730U,16,1000,AMD Radeon Graphics,14,Windows 11 Home,,AMD
"Laptop APPLE MacBook Pro 2023 14"" Retina M3 8GB RAM 512GB SSD macOS Srebrny",7499.99,MediaExpert,Apple M3,8,512,Apple M3 (10 rdzeni),14.2,macOS Sonoma,,Apple
"Laptop ASUS VivoBook X1504ZA-BQ568W 15.6"" IPS i3-1215U 16GB RAM 512GB SSD Windows 11 Home",1899.92,MediaExpert,Intel Core i3-1215U,16,512,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop HUAWEI MateBook D 15 15.6"" IPS R7-5700U 16GB RAM 512GB SSD Windows 11 Home",2639.97,MediaExpert,AMD Ryzen 7 5700U,16,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop LENOVO IdeaPad 3 15.6"" IPS i5-12450H 16GB RAM 512GB SSD GeForce RTX3060- Windows 11 Home",3199.97,MediaExpert,Intel Core i5-12450H,16,512,NVIDIA GeForce RTX 3060 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS X515EA-BQ1877W 15.6"" IPS i5-1135G7 8GB RAM 512GB SSD Windows 11 Home",1999.99,MediaExpert,Intel Core i5-1135G7,8,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS ROG Zephyrus G16 GA605WV-R9161W 16"" IPS 240Hz Ryzen AI 9 HX 370 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",9499.99,MediaExpert,AMD Ryzen AI 9 HX 370,16,1000,NVIDIA GeForce RTX 4060 + AMD Radeon 890M,16,Windows 11 Home,,AMD
"Laptop ASUS VivoBook S M5606WA-MX034W 16"" OLED Ryzen AI 9 HX 370 32GB RAM 1TB SSD Windows 11 Home",6999.98,MediaExpert,AMD Ryzen AI 9 HX 370,32,1000,AMD Radeon Graphics,16,Windows 11 Home,,AMD
"Laptop LENOVO LOQ 15APH8 15.6"" IPS 144Hz R5-7640HS 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3799.98,MediaExpert,AMD Ryzen 5 7640HS,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon 760M,15.6,Windows 11 Home,,AMD
"Laptop MSI Sword 17 HX B14VFKG-020XPL 17"" IPS 240Hz i7-14700HX 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3",6998.99,MediaExpert,Intel Core i7-14700HX,16,1000,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,17,Brak,,Intel
"Laptop APPLE MacBook Air 2024 13.6"" M3 8GB RAM 256GB SSD macOS Gwiezdna szarość",4399.98,MediaExpert,Apple M3,8,256,Apple M3 (8 rdzeni),13.6,macOS Sonoma,,Apple
"Laptop APPLE MacBook Pro 2023 16"" Retina M3 Pro 18GB RAM 512GB SSD macOS Gwiezdna czerń",12499.99,MediaExpert,Apple M3 Pro,18,512,Apple M3 Pro (18 rdzeni),16.2,macOS Sonoma,,Apple
"Laptop HP 15S-FQ5123NW 15.6"" i5-1235U 8GB RAM 512GB SSD Windows 11 Home",1799.97,MediaExpert,Intel Core i5-1235U,8,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ACER Nitro V 15 ANV15-51-7438 15.6"" IPS 144Hz i7-13620H 16GB RAM 1TB SSD GeForce RTX3050",3399.97,MediaExpert,Intel Core i7-13620H,16,1000,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,15.6,Brak,,Intel
"Laptop LENOVO IdeaPad Gaming 3 15IHU6 15.6"" IPS i5-11320H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3599.99,MediaExpert,Intel Core i5-11320H,16,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ACER Nitro 5 AN515-58-76LV 15.6"" IPS 165Hz i7-12650H 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",4159.97,MediaExpert,Intel Core i7-12650H,16,512,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop PREDATOR Triton 14 PT14-51-726Z 14"" IPS 165Hz i7-13700H 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",6299.97,MediaExpert,Intel Core i7-13700H,16,1000,NVIDIA GeForce RTX 4070 + Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop DELL G15 5530-8454 15.6"" i5-13450HX 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3999.97,MediaExpert,Intel Core i5-13450HX,16,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS ZenBook UX325EA-KG455W 13.3"" OLED i5-1135G7 16GB RAM 512GB SSD Windows 11 Home",3199.97,MediaExpert,Intel Core i5-1135G7,16,512,Intel Iris Xe Graphics,13.3,Windows 11 Home,,Intel
"Laptop ACER Nitro 5 AN515-58-74SA 15.6"" IPS 144Hz i7-12700H 16GB RAM 512GB SSD GeForce RTX3050",5089.97,MediaExpert,Intel Core i7-12700H,16,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop LENOVO Legion Slim 5 16IRH8 16"" IPS 240Hz i5-13500H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",6599.99,MediaExpert,Intel Core i5-13500H,16,1000,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
"Laptop APPLE MacBook Air 2024 15.3"" M3 8GB RAM 256GB SSD macOS Srebrny",5399.98,MediaExpert,Apple M3,8,256,Apple M3 (10 rdzeni),15.3,macOS Sonoma,,Apple
"Laptop ASUS TUF Gaming A16 FA617NS-N3068 16"" IPS 165Hz R7-7735HS 16GB RAM 1TB SSD Radeon RX7600S",4409.97,MediaExpert,AMD Ryzen 7 7735HS,16,1000,AMD Radeon RX 7600S + AMD Radeon 680M,16,Brak,,AMD
"Laptop ASUS VivoBook 15 D1502YA-BQ308 15.6"" IPS R7-7730U 8GB RAM 512GB SSD",2159.97,MediaExpert,AMD Ryzen 7 7730U,8,512,AMD Radeon Graphics,15.6,Brak,,AMD
"Laptop ACER Nitro 5 AN515-58-7421 15.6"" IPS 144Hz i7-12650H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",5699.99,MediaExpert,Intel Core i7-12650H,16,1000,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop HP EliteBook 860 G10 16"" OLED i7-1355U 16GB RAM 512GB SSD Windows 11 Professional",5998.99,MediaExpert,Intel Core i7-1355U,16,512,Intel Iris Xe Graphics,16,Windows 11 Professional,,Intel
"Laptop LENOVO ThinkBook G6 IRL 16"" IPS i5-1335U 16GB RAM 512GB SSD Windows 11 Professional",4299.99,MediaExpert,Intel Core i5-1335U,16,512,Intel UHD Graphics,16,Windows 11 Professional,,Intel
"Laptop ASUS VivoBook S K5504VN-BN119W 15.6"" i9-13900H 16GB RAM 1TB SSD Arc A350M Windows 11 Home",4159.97,MediaExpert,Intel Core i9-13900H,16,1000,Intel Arc A350M + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS ZenBook UM3504DA-BN159W 15.6"" IPS R7-7735U 16GB RAM 1TB SSD Windows 11 Home",5719.99,MediaExpert,AMD Ryzen 7 7735U,16,1000,AMD Radeon 680M,15.6,Windows 11 Home,,AMD
"Laptop ASUS VivoBook X1704ZA-AU066W 17.3"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home",3559.97,MediaExpert,Intel Core i5-1235U,8,512,Intel UHD Graphics,17.3,Windows 11 Home,,Intel
"Laptop DELL G15 5525-8403 15.6"" R5-6600H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3599.97,MediaExpert,AMD Ryzen 5 6600H,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon 660M,15.6,Windows 11 Home,,AMD
"Laptop LENOVO Legion 5 15ITH6 15.6"" IPS i5-11400H 16GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",3999.98,MediaExpert,Intel Core i5-11400H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel UHD Graphics 730,15.6,Windows 11 Home,,Intel
"Laptop PREDATOR Helios PH16-71-94SK 16"" IPS 240Hz i9-13900HX 32GB RAM 2TB SSD GeForce RTX4080 DLSS 3 Windows 11 Home",11297.97,MediaExpert,Intel Core i9-13900HX,32,2000,NVIDIA GeForce RTX 4080 + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop LENOVO Yoga Slim 7 Pro 14IAH7 14"" IPS i5-12500H 16GB RAM 512GB SSD Windows 11 Home",2899.97,MediaExpert,Intel Core i5-12500H,16,512,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop MICROSOFT Surface Pro 9 13"" i5-1235U 8GB RAM 256GB SSD Windows 11 Home Szafirowy",3999.98,MediaExpert,Intel Core i5-1235U,8,256,Intel Iris Xe Graphics,13,Windows 11 Home,,Intel
"Laptop LENOVO Yoga Slim 9 14ITL5 14"" IPS i5-1135G7 16GB RAM 1TB SSD Windows 11 Home",5779.97,MediaExpert,Intel Core i5-1135G7,16,1000,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop HP Victus 16-D1119NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home",3679.97,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,16.1,Windows 11 Home,,Intel
"Laptop KRUGER&MATZ Edge 1089S 10.1"" IPS Celeron N4020 4GB RAM 128GB eMMC Windows 11 Professional",899.89,MediaExpert,Intel Celeron N4020,4,128,Intel UHD Graphics 600,10.1,Windows 11 Professional,,Intel
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 144Hz i5-12500H 8GB RAM 512GB SSD GeForce RTX3050",3119.97,MediaExpert,Intel Core i5-12500H,8,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop APPLE MacBook Pro 13.3"" Retina M1 8GB RAM 512GB SSD macOS Gwiezdna szarość",5389.97,MediaExpert,Apple M1,8,512,Apple M1 (8 rdzeni),13.3,macOS Big Sur,,Apple
"Laptop ASUS ZenBook 14 UX3402VA-KN590W 14"" OLED i5-13500H 16GB RAM 512GB SSD Windows 11 Home",4699.98,MediaExpert,Intel Core i5-13500H,16,512,Intel UHD Graphics,14,Windows 11 Home,,Intel
"Laptop MSI Prestige 13 AI Evo A1MG-038PL 13.3"" OLED Ultra 5-125H 32GB RAM 1TB SSD Windows 11 Home",4399.93,MediaExpert,Intel Core Ultra 5-125H,32,1000,Intel Arc Graphics,13.3,Windows 11 Home,,Intel
"Laptop ACER Nitro V 15 ANV15-51-58GA 15.6"" IPS 144Hz i5-13420H 16GB RAM 512GB SSD GeForce RTX3050",3298.99,MediaExpert,Intel Core i5-13420H,16,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,15.6,Brak,,Intel
"Laptop DELL Inspiron 3535-0665 15.6"" R5-7530U 16GB RAM 512GB SSD Windows 11 Home",2549.92,MediaExpert,AMD Ryzen 5 7530U,16,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop ASUS ExpertBook B1502CBA-BQ0147X 15.6"" i5-1235U 8GB RAM 512GB SSD Windows 11 Professional",2799.98,MediaExpert,Intel Core i5-1235U,8,512,Intel UHD Graphics,15.6,Windows 11 Professional,,Intel
"Laptop LENOVO IdeaPad Gaming 3 15IHU6 15.6"" IPS i5-11320H 16GB RAM 512GB SSD GeForce GTX1650 Windows 11 Home",2399.97,MediaExpert,Intel Core i5-11320H,16,512,NVIDIA GeForce GTX 1650 + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ACER Aspire 3 A317-53-34W2 17.3"" IPS i3-1115G4 8GB RAM 256GB SSD",1679.97,MediaExpert,Intel Core i3-1115G4,8,256,Intel UHD Graphics,17.3,Brak,,Intel
"Laptop ASUS X515JA-BQ3335 15.6"" IPS i5-1035G1 8GB RAM 256GB SSD",1519.97,MediaExpert,Intel Core i5-1035G1,8,256,Intel UHD Graphics,15.6,Brak,,Intel
"Laptop LENOVO Legion 5 15ACH6H 15.6"" IPS 165Hz R7-5800H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home",3999.97,MediaExpert,AMD Ryzen 7 5800H,16,512,NVIDIA GeForce RTX 3060 + AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop HP Pavilion 14-DV2143NW 14"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home",2629.97,MediaExpert,Intel Core i5-1235U,8,512,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop ACER Nitro 5 AN515-46-R3KU 15.6"" IPS 144Hz R7-6800H 8GB RAM 512GB SSD GeForce RTX3050Ti",2959.97,MediaExpert,AMD Ryzen 7 6800H,8,512,NVIDIA GeForce RTX 3050 Ti + AMD Radeon 680M,15.6,Brak,,AMD
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 144Hz i7-12700H 8GB RAM 512GB SSD GeForce RTX3050",4319.97,MediaExpert,Intel Core i7-12700H,8,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop HP Victus 15-FA0153NW 15.6"" IPS 144Hz i5-12450H 16GB RAM 512GB SSD Geforce RTX3050Ti",3489.97,MediaExpert,Intel Core i5-12450H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel UHD Graphics,15.6,Brak,,Intel
"Laptop HP 255 G9 15.6"" R3-5425U 8GB RAM 512GB SSD Windows 11 Professional",2749.99,MediaExpert,AMD Ryzen 3 5425U,8,512,AMD Radeon Graphics,15.6,Windows 11 Professional,,AMD
"Laptop ASUS X515EA-BQ2602 15.6"" IPS i5-1135G7 8GB RAM 256GB SSD",1599.97,MediaExpert,Intel Core i5-1135G7,8,256,Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop ASUS VivoBook S M3502QA-MA034W 15.6"" OLED R7-5800H 16GB RAM 512GB SSD Windows 11 Home",4699.0,MediaExpert,AMD Ryzen 7 5800H,16,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop APPLE MacBook Air 13.6"" Retina M2 8GB RAM 256GB SSD macOS Gwiezdna szarość (Klawiatura US)",3999.99,MediaExpert,Apple M2,8,256,Apple M2 (8 rdzeni),13.6,macOS Monterey,,Apple
"Laptop APPLE MacBook Air 13.6"" Retina M2 8GB RAM 256GB SSD macOS Księżycowa poświata",4199.97,MediaExpert,Apple M2,8,256,Apple M2 (8 rdzeni),13.6,macOS Monterey,,Apple
"Laptop ACER Aspire 3 A315-59-522W 15.6"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home",2039.97,MediaExpert,Intel Core i5-1235U,8,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS ROG Zephyrus G14 GA402RJ-L4028W 14"" IPS 144Hz R7-6800HS 16GB RAM 1TB SSD Radeon RX6700S Windows 11 Home",6559.97,MediaExpert,AMD Ryzen 7 6800HS,16,1000,AMD Radeon RX 6700S + AMD Radeon 680M,14,Windows 11 Home,,AMD
"Laptop ACER Aspire 3 A315-23-R3DJ 15.6"" IPS R3-3250U 8GB RAM 512GB SSD",2529.99,MediaExpert,AMD Ryzen 3 3250U,8,512,AMD Radeon Vega 3 Graphics,15.6,Brak,,AMD
"Laptop DELL Inspiron 3525-4629 15.6"" R5-5625U 8GB RAM 512GB SSD Windows 11 Home",1599.97,MediaExpert,AMD Ryzen 5 5625U,8,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
Laptop DELL Inspiron 5310-8482 13.3'' i5-11320H 16GB RAM 512GB SSD Windows 11 Home,2959.97,MediaExpert,Intel Core i5-11320H,16,512,Intel Iris Xe Graphics,13.3,Windows 11 Home,,Intel
"Laptop APPLE MacBook Air 13.3"" Retina M1 16GB RAM 512GB SSD macOS Gwiezdna szarość",5159.97,MediaExpert,Apple M1,16,512,Apple M1 (7 rdzeni),13.3,macOS Big Sur,,Apple
"Laptop APPLE MacBook Pro 2023 14"" Retina M3 16GB RAM 1TB SSD macOS Gwiezdna szarość",8999.99,MediaExpert,Apple M3,16,1000,Apple M3 (10 rdzeni),14.2,macOS Sonoma,,Apple
"Laptop APPLE MacBook Air 2024 13.6"" M3 8GB RAM 512GB SSD macOS Księżycowa poświata",5299.98,MediaExpert,Apple M3,8,512,Apple M3 (10 rdzeni),13.6,macOS Sonoma,,Apple
"Laptop DELL Inspiron 7430-9966 14"" i7-1355U 16GB RAM 512GB SSD Windows 11 Home",4999.97,MediaExpert,Intel Core i7-1355U,16,512,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop ASUS ExpertBook B1500CBA-BQ1758X 15.6"" i5-1235U 16GB RAM 512GB SSD Windows 11 Professional",3629.99,MediaExpert,Intel Core i5-1235U,16,512,Intel UHD Graphics,15.6,Windows 11 Professional,,Intel
"Laptop LENOVO Yoga 7 14IRL8 14"" OLED i5-1340P 16GB RAM 1TB SSD Windows 11 Home",4699.98,MediaExpert,Intel Core i5-1340P,16,1000,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 144Hz i7-12650H 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",5299.97,MediaExpert,Intel Core i7-12650H,16,512,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Latitude 3340 13.3"" i5-1335U 8GB RAM 256GB SSD Windows 11 Professional",4749.99,MediaExpert,Intel Core i5-1335U,8,256,Intel Iris Xe Graphics,13.3,Windows 11 Professional,,Intel
"Laptop HP Victus 15-FA0999NW 15.6"" IPS 144Hz i5-12450H 16GB RAM 512GB SSD Geforce RTX3050 Windows 11 Home",3499.99,MediaExpert,Intel Core i5-12450H,16,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop PREDATOR Helios PH16-71-70NJ 16"" IPS 165Hz i7-13700HX 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",6499.98,MediaExpert,Intel Core i7-13700HX,16,1000,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop ASUS VivoBook S15 K5504VN-BN040W 15.6"" i5-13500H 16GB RAM 512GB SSD Arc A350M Windows 11 Home",4899.86,MediaExpert,Intel Core i5-13500H,16,512,Intel Arc A350M + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
