Tytuł,Cena,Link,Ekran:,Procesor:,Pamięć:,Grafika:,Dysk:,System operacyjny:
"Laptop Lenovo Yoga Slim 7 Pro 14IHU5 14"" i7-11370H 16GB RAM 1TB Dysk SSD Win11 Szary",5 449,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-yoga-s7-pro-14-i7-16gb-1tbssd-w11.bhtml,"14 "", 2880 x 1800 pikseli 90 Hz",Intel® Core™ i7 11gen 11370H,16 GB LPDDR4x 4266 MHz RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop Lenovo Yoga Slim 7 Pro 14ACH5 14"" R9 5900HX 16GB RAM 1TB Dysk SSD Win11 Szary",5 499,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-yoga-s7p-r5-5900-16gb-1tb-14-w10.bhtml,"14 "", 2240 x 1400 pikseli 60 Hz",AMD Ryzen™ 9 5900HX,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop HP Spectre x360 13-aw0017nw 13,3"" i7-1065G7 16GB RAM 512GB Dysk SSD Win10 Srebrny",5 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-spectre-i7-16gb-512ssd-13-3-w10_1.bhtml,"13,3 "", ekran dotykowy 1920 x 1080 pikseli",Intel® Core™ i7 10gen 1065G7,16 GB LPDDR4 RAM,Intel® Iris Plus Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop HP Spectre x360 13-aw0045nw OLED 13,3"" i7-1065G7 16GB RAM 512GB Dysk SSD Win10 Srebrny",5 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-hp-spectre-x360-i7-16gb-512ssd-w10.bhtml,"13,3 "", ekran dotykowy 3840 x 2160 pikseli",Intel® Core™ i7 10gen 1065G7,16 GB LPDDR4 RAM,Intel® Iris Plus Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop gamingowy Lenovo Legion 5 17ACH6H 17,3"" 144Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3060 Czarny",6 699,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-l5-17-16gb-1tbssd-3060-no-os.bhtml,"17,3 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ Graphics,1 TB SSD,bez systemu
"Laptop 2w1 Microsoft Surface Laptop Copilot+ PC 15"" Snapdragon X Elite 16GB RAM 256GB Dysk SSD Win11 Platynowy",6 999,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-surface-laptop-7-copilot-pc-15-snapdragon-x-elite-16gb-ram-256gb-dysk-ssd-win11-platynowy.bhtml,"15 "", ekran dotykowy 2496 x 1664 pikseli 120 Hz",Qualcomm® Snapdragon® X Elite,16 GB LPDDR5X RAM,Qualcomm® Adreno™ Graphics,256 GB SSD,Windows 11 Home Edition
"Laptop gamingowy HP OMEN 16-c0142nw 16,1"" 144Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3070 Srebrny",7 399,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-16-r7-16gb-1tbssd-3070-dos.bhtml,"16,1 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3070 + AMD Radeon™ Graphics,1 TB SSD,bez systemu
"Laptop 2w1 Microsoft Surface Laptop Copilot+ PC 15"" Snapdragon X Elite 16GB RAM 256GB Dysk SSD Win11 Platynowy",6 999,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-surface-laptop-7-copilot-pc-15-snapdragon-x-elite-16gb-ram-256gb-dysk-ssd-win11-platynowy.bhtml,"15 "", ekran dotykowy 2496 x 1664 pikseli 120 Hz",Qualcomm® Snapdragon® X Elite,16 GB LPDDR5X RAM,Qualcomm® Adreno™ Graphics,256 GB SSD,Windows 11 Home Edition
"Laptop gamingowy HP OMEN 16-c0142nw 16,1"" 144Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3070 Srebrny",7 399,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-16-r7-16gb-1tbssd-3070-dos.bhtml,"16,1 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3070 + AMD Radeon™ Graphics,1 TB SSD,bez systemu
"Laptop gamingowy HP OMEN 16-b0252nw 16,1'' 144Hz i7-11800H 16GB RAM 1TB Dysk SSD RTX3070 Win10 Czarny",8 799,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-i7-1180-16gb-1tb-rtx3070-w10.bhtml,"16,1 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 11gen 11800H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3070 + Intel UHD Graphics,1 TB SSD,Windows 10 Home Edition (możliwość darmowej aktualizacji do Windows 11)
"Laptop Acer Aspire 3 A315-56-35LS 15,6"" i3-1005G1 4GB RAM 256GB Dysk Czarny",1 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-a3-i3-4gb-256ssd-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 10gen 1005G1,4 GB DDR4 RAM,Intel® UHD Graphics,256 GB SSD,bez systemu
"Laptop chromebook Acer Chromebook 315 CB315-4H-C8HE 15,6"" Celeron N5100 8GB RAM 128GB Dysk ChromeOS Srebrny",1 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-chrome-n5100-8gb-128gb.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Celeron® N5100,8 GB LPDDR4X RAM,Intel® UHD Graphics,128 GB SSD,Chrome OS
"Laptop Acer Aspire 3 A315-23-R9KC 15,6"" Athlon 3050U 8GB RAM 512GB Dysk Czarny",2 199,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-a3-3050u-8gb-512ssd-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Athlon™ 3050U,8 GB DDR4 RAM,AMD Radeon™ Graphics,512 GB SSD,bez systemu
"Laptop HP 15s-eq2001nw 15,6"" R3 5300U 8GB RAM 256GB Dysk Czarny",2 199,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp15s-r3-5300u-8gb-256ssd-dos.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 3 5300U,8 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,256 GB SSD,bez systemu
"Laptop Acer Aspire 3 A314-36P-313V 14"" i3-N305 8GB RAM 512GB Dysk SSD Win11 Srebrny",2 349,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-14-i3-n305-8gb-512gb-w11.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 N305,8 GB LPDDR5 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS X515JA-BQ2948 15,6"" i5-1035G1 8GB RAM 512GB Dysk Srebrny",2 399,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x515-i5-8gb-512ssd-no-os_5.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 10gen 1035G1,8 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,bez systemu
"Laptop HP 15s-eq1112nw 15,6"" R7 4700U 16GB RAM 512GB Dysk Srebrny",2 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-15s-r7-4700-16gb-512ssd-dos.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 4700U,16 GB DDR4 2666 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,bez systemu
"Laptop HP 15s-fq2040nw 15,6"" i5-1135G7 8GB RAM 256GB Dysk SSD Win10 Czarny",3 199,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp15s-i5-1135-8gb-256ssd-w10.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8 GB DDR4 2666 MHz RAM,Intel® Iris Xe Graphics,256 GB SSD,Windows 10 Home Edition
"Laptop Dell Inspiron 15 3511-8321 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD Win11 Czarny",3 299,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-3511-i5-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Acer Aspire 5 A515-45-R58W 15,6"" R5 5500U 16GB RAM 512GB Dysk SSD Win11 Srebrny",3 449,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-aspire-5-r5-16gb-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5500U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop HP Pavilion Aero 13-be0822nw 13,3'' R7 5800U 16GB RAM 512GB Dysk SSD Win11 Biały",3 599,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-pav-aero-13-3-r7-16gb-512ssd-w11.bhtml,"13,3 "", 2560 x 1600 pikseli",AMD Ryzen™ 7 5800U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop HP Pavilion 13-bb0005nw 13,3'' i5-1135G7 8GB RAM 512GB Dysk SSD Win10 Srebrny",3 699,https://www.euro.com.pl/laptopy-i-netbooki/hp-pavilion-13-bb0005nw-13-3-intel-core-i5-1135g7-8gb-ram-512gb-dysk-win10.bhtml,"13,3 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop 2w1 Acer Spin 3 SP314-55N-52CF 14"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Srebrny",3 899,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-spin-3-14-i5-16gb-512gb-w11.bhtml,"14 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16 GB LPDDR4X RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Huawei MateBook 14 2021 14"" R5 5500U 16GB RAM 512GB Dysk SSD Win11 Szary",3 999,https://www.euro.com.pl/laptopy-i-netbooki/huawei-laptop-mb-14-r5-16gb-512ssd-w11.bhtml,"14 "", 2160 x 1440 pikseli",AMD Ryzen™ 5 5500U,16 GB DDR4 RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ultrabook ASUS Vivobook S 15 M3502QA-MA114W OLED 15,6"" 120Hz R7 5800H 16GB RAM 512GB Dysk SSD Win11 Szary",4 699,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-m3502-r7-16gb-512ssd-w11_2.bhtml,"15,6 "", 2880 x 1620 pikseli 120 Hz",AMD Ryzen™ 7 5800H,16 GB DDR4 RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Lenovo Yoga Slim 7 Pro 14IHU5 14"" i5-11300H 16GB RAM 1TB Dysk SSD Win11 Szary",4 699,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-yoga-s7-14-pro-i5-16gb-1tbssd-w11.bhtml,"14 "", 2240 x 1400 pikseli 60 Hz",Intel® Core™ i5 11gen 11300H,16 GB LPDDR4x 4266 MHz RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo LOQ 15IRH8 15,6"" 144Hz i5-13420H 16GB RAM 1TB Dysk SSD RTX4050 DLSS3 Szary",4 999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-loq-i5-16gb-1tb-4050-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 13gen 13420H,16 GB DDR5 5200 Mhz RAM,NVIDIA® GeForce RTX™ 4050 + Intel UHD Graphics,1 TB SSD,bez systemu
"Laptop 2w1 Lenovo Yoga 7 14ACN6 14"" R7 5800U 16GB RAM 1TB Dysk SSD Win11 Szary",5 099,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-yoga7-14-r7-16gb-1tbssd-w11.bhtml,"14 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 5800U,16 GB LPDDR4x 4266 MHz RAM,AMD Radeon™ Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop ultrabook ASUS ZenBook 13 UX325EA-KG272T OLED 13,3"" i7-1165G7 16GB RAM 512GB Dysk SSD Win10 Szary",5 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ux325-13-oled-i7-16gb-512ssd-w10.bhtml,"13,3 "", 1920 x 1080 pikseli",Intel® Core™ i7 11gen 1165G7,16 GB LPDDR4X RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop 2w1 Lenovo Yoga 7 14ACN6 14"" R7 5800U 16GB RAM 1TB Dysk SSD Win11 Szary",5 099,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-yoga7-14-r7-16gb-1tbssd-w11.bhtml,"14 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 5800U,16 GB LPDDR4x 4266 MHz RAM,AMD Radeon™ Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop ultrabook ASUS ZenBook 13 UX325EA-KG272T OLED 13,3"" i7-1165G7 16GB RAM 512GB Dysk SSD Win10 Szary",5 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ux325-13-oled-i7-16gb-512ssd-w10.bhtml,"13,3 "", 1920 x 1080 pikseli",Intel® Core™ i7 11gen 1165G7,16 GB LPDDR4X RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop gamingowy HIRO 650 15,6"" 144Hz i7-10750H 8GB RAM 512GB Dysk SSD GTX1650Ti Win11 Szary",5 499,https://www.euro.com.pl/laptopy-i-netbooki/hiro-laptop-hiro-i7-10-8gb-512ssd-gtx1650-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 10gen 10750H,8 GB DDR4 2666 MHz RAM,NVIDIA® GeForce GTX 1650 Ti + Intel UHD Graphics,512 GB,Windows 11 Home Edition
"Laptop 2w1 Huawei MateBook E OLED 12,6"" i5-1130G7 16GB RAM 512GB Dysk SSD Win11 Szary",5 699,https://www.euro.com.pl/laptopy-i-netbooki/huawei-laptop-mb-e-i5-16gb-512ssd-w11.bhtml,"12,6 "", ekran dotykowy 2560 x 1600 pikseli",Intel® Core™ i5 11gen 1130G7,16 GB LPDDR4X RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Dell G15 5525-9904 15,6"" 165Hz R7 6800H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Szary",9 349,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-5525-r7-16gb-1tbssd-3070ti-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 7 6800H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 3070 Ti + AMD Radeon™ 660M,1 TB SSD,Windows 11 Home Edition
"Laptop 2w1 Dell XPS 13 2in1 7390-4125 13,4"" i7-1065G7 16GB RAM 512GB Dysk SSD Win10 Srebrny",9 999,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-7390-xps-13-4-i7-16gb-512ssd-w10_2.bhtml,"13,4 "", ekran dotykowy 1920 x 1080 pikseli",Intel® Core™ i7 10gen 1065G7,16 GB LPDDR4X RAM,Intel® Iris Plus Graphics,512 GB SSD,Windows 10 Home Edition
"Apple MacBook Pro 2021 16,2"" M1 Pro 32GB RAM 512GB Dysk macOS Srebrny",16 199,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mbp-16-m1p-32gb-512ssd-silver.bhtml,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M1 Pro,32 GB zunifikowana RAM,Apple M1 Pro (16-rdzeni),512 GB SSD,macOS Monterey lub nowszy
"Laptop ASUS E510KA-EJ082WS 15,6"" Celeron N4500 4GB RAM 128GB Dysk Win11S Niebieski",1 399,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-e510-n4500-4gb-128gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Celeron® N4500,4 GB DDR4 RAM,Intel® UHD Graphics,128 GB SSD,Windows 11 S
"Laptop Lenovo V15 IML 15,6"" i3-10110U 8GB RAM 256GB Dysk Szary",1 799,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-v15-i3-8gb-256ssd-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 10gen 10110U,8 GB DDR4 2666 MHz RAM,Intel® UHD Graphics,256 GB SSD,bez systemu
"Laptop HP 15s-eq2124nw 15,6"" R5 5500U 8GB RAM 512GB Dysk SSD Win10 Srebrny",2 149,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp15s-r5-8gb-512ssd-w10.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5500U,8 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop Lenovo IdeaPad 3 15IIL05 15,6"" i3-1005G1 4GB RAM 256GB Dysk SSD Win10S Szary",2 199,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-i3-4gb-256ssd-w10.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 10gen 1005G1,4 GB DDR4 2666 MHz RAM,Intel® UHD Graphics,256 GB SSD,Windows 10 S
"Laptop Lenovo IdeaPad 3 15ADA05 15,6"" R5 3500U 8GB RAM 256GB Dysk SSD Szary",2 299,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-r5-8gb-256ssd-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 3500U,8 GB DDR4 2400 MHz RAM,AMD Radeon™ Vega 8,256 GB SSD,bez systemu
"Laptop Lenovo IdeaPad 3 15IIL05 15,6"" i5-1035G1 8GB RAM 512GB Dysk Szary",2 399,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-i5-8gb-512ssd-no-os_1.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 10gen 1035G1,8 GB DDR4 2666 MHz RAM,Intel® UHD Graphics,512 GB SSD,bez systemu
"Laptop Dell Inspiron 5502-1972 15,6'' i5-1135G7 8GB RAM 512GB Dysk Srebrny",2 799,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-5502-15-6-i5-8gb-512ssd-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,bez systemu
"Laptop ASUS VivoBook X513EP-BQ1154AW 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD MX330 Win11 Niebieski",2 999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x513-i5-8gb-mx330-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8 GB DDR4 RAM,NVIDIA® GeForce MX 330 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop HP 15s-eq2186nw 15,6"" R5 5500U 8GB RAM 512GB Dysk SSD Win10 Srebrny",2 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp15s-r5-5500-8gb-512ssd-w10_1.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5500U,8 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop ASUS VivoBook 17 X1702ZA-AU046W 17,3"" i3-1220P 8GB RAM 512GB Dysk SSD Win11 Niebieski",3 599,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x1702-17-i3-8gb-512ssd-w11.bhtml,"17,3 "", 1920 x 1080 pikseli",Intel® Core™ i3 12gen 1220P,8 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ultrabook ASUS VivoBook S13 S333EA-EG018 13,3"" i5-1135G7 16GB RAM 512GB Dysk Czarny",3 899,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-s333-13-3-i5-16gb-512ssd-no-os.bhtml,"13,3 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,16 GB LPDDR4X RAM,Intel® Iris Xe Graphics,512 GB SSD,bez systemu
"Laptop gamingowy HP Pavilion 16-a0029nw 16,1"" i5-10300H 16GB RAM 512GB Dysk SSD GTX1650Ti Czarny",3 899,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-pav-i5-16gb-512ssd-1650ti-16-dos.bhtml,"16,1 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 10gen 10300H,16 GB DDR4 2933 MHz RAM,NVIDIA® GeForce GTX™ 1650 Ti + Intel UHD Graphics,512 GB SSD,bez systemu
"Laptop Dell Inspiron 15 3511-6460 15,6"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Czarny",3 999,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-3511-i5-16gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ultrabook Lenovo Yoga Slim 7 Pro 14ACH5 14"" R5 5600H 16GB RAM 512GB Dysk SSD Win11 Szary",4 199,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-yoga-s7-pro-14-r5-16gb-512ssd-w11_1.bhtml,"14 "", 2240 x 1400 pikseli 60 Hz",AMD Ryzen™ 5 5600H,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Dell Inspiron 5625-6440 16""' R5 5625U 16GB RAM 512GB Dysk SSD Win11 Srebrny",4 499,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-5625-16-r5-16gb-512ssd-w11_1.bhtml,"16 "", 1920 x 1200 pikseli",AMD Ryzen™ 5 5625U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ultrabook Lenovo Yoga Slim 7 Pro 14ACH5 14"" R5 5600H 16GB RAM 512GB Dysk SSD Win11 Szary",4 199,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-yoga-s7-pro-14-r5-16gb-512ssd-w11_1.bhtml,"14 "", 2240 x 1400 pikseli 60 Hz",AMD Ryzen™ 5 5600H,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Dell Inspiron 5625-6440 16""' R5 5625U 16GB RAM 512GB Dysk SSD Win11 Srebrny",4 499,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-5625-16-r5-16gb-512ssd-w11_1.bhtml,"16 "", 1920 x 1200 pikseli",AMD Ryzen™ 5 5625U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 5 17ACH6 17,3"" 144Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3050 Czarno-niebieski",4 499,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-l5-17-r5-16gb-512ssd-3050-no-os_1.bhtml,"17,3 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 5600H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ Graphics,512 GB SSD,bez systemu
"Laptop 2w1 Acer Aspire 5 Spin A5SP14-51MTN-55UH 14"" i5-1335U 32GB RAM 512GB Dysk SSD Win11 Czarny",4 549,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-spin-5-14-i5-32gb-512gb-w11.bhtml,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,32 GB LPDDR5 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Toshiba Satellite Pro L50-G-11H 15,6"" i5-10210U 16GB RAM 512GB Dysk SSD Win10 Pro Czarny",4 599,https://www.euro.com.pl/laptopy-i-netbooki/toshiba-laptop-sat-pro-i5-16gb-512ssd-w10p_1.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 10gen 10210U,16 GB DDR4 2666 MHz RAM,Intel® UHD Graphics,512 GB SSD,Windows 10 Professional
"Laptop Lenovo IdeaPad 5 Pro 16ACH6 16"" 120Hz R5 5600H 16GB RAM 1TB Dysk SSD Win11 Szary",4 749,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip5-pro-16-r5-16gb-1tbssd-w11.bhtml,"16 "", 2560 x 1600 pikseli 120 Hz",AMD Ryzen™ 5 5600H,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop Acer Aspire Vero AV15-52-78HC 15,6"" i7-1255U 16GB RAM 1TB Dysk SSD Win11 Czarny",4 849,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-vero-i7-16gb-1tb-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 12gen 1255U,16 GB DDR4 RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop biznesowy Toshiba Satellite Pro L50-J-11I 15,6"" i5-1135G7 16GB RAM 512GB Dysk SSD Win10 Pro Czarny",4 899,https://www.euro.com.pl/laptopy-i-netbooki/toshiba-laptop-sat-pro-i5-16gb-512ssd-w10p_2.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 10 Professional
"Laptop 2w1 Microsoft Surface Laptop 5 13,5"" i5-1235U 8GB RAM 512GB Dysk SSD Win11 Czarny Matowy",5 689,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-laptop-surface-lap-5-i5-8gb-512ssd-w11.bhtml,"13,5 "", ekran dotykowy 2256 x 1504 pikseli",Intel® Core™ i5 12gen 1235U,8 GB LPDDR5X RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Pro M2 13,3"" M2 16GB RAM 256GB Dysk macOS Gwiezdna Szarość US",8 399,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mbp-m2-16gb-256ssd-us-grey.bhtml,"13,3 "", 2560 x 1600 pikseli",Apple M2,16 GB zunifikowana RAM,Apple M2 (10-rdzeni),256 GB SSD,macOS Monterey lub nowszy
"Apple MacBook Pro 2021 16,2"" M1 Pro 16GB RAM 512GB Dysk macOS Srebrny US",9 999,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mbp-16-m1-pro-512sd-silv-2021-us.bhtml,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M1 Pro,16 GB zunifikowana RAM,Apple M1 Pro (16-rdzeni),512 GB SSD,macOS Monterey lub nowszy
