Tytuł,Cena,Link,Ekran:,Procesor:,Pamięć:,Grafika:,Dysk:,System operacyjny:
"Laptop Huawei MateBook D 14 2024 14"" i5-12450H 16GB RAM 512GB Dysk SSD Win11 Szary",2 999,https://www.euro.com.pl/laptopy-i-netbooki/huawei-laptop-mb-d14-i5-16gb-512gb-w11.bhtml,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 12gen 12450H,16 GB LPDDR4X RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Air 2024 15,3"" M3 8GB RAM 256GB Dysk macOS Księżycowa Poświata",5 399,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-15-8gb-256gb-starlight.bhtml,"15,3"", 2880 x 1864 pikseli",Apple M3,8 GB zunifikowana RAM,Apple M3 (10-rdzeni),256 GB SSD,macOS Sonoma lub nowszy
"Laptop gamingowy Gigabyte G6X 9KG 2024 9KG-43EE854SD 16"" 165Hz i7-13650HX 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Szary",4 449,https://www.euro.com.pl/laptopy-i-netbooki/gigabyte-laptop-g6x-i7-16gb-1tb-4060-no-os.bhtml,"16 "", 1920 x 1200 pikseli 165 Hz",Intel® Core™ i7 13gen 13650HX,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX 4060 + Intel UHD Graphics,1 TB SSD,bez systemu
"Laptop biznesowy HP Envy 17-cw0122nw 17,3"" i7-13700H 16GB RAM 1TB Dysk SSD Win11 Pro Srebrny",4 599,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-envy-17-i7-16gb-1tb-w11p.bhtml,"17,3 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 13gen 13700H,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Professional
"Laptop Acer Chromebook Plus 515 Google AI laptop CB515-2H-55JL 15,6"" i5-1235U 8GB RAM 512GB Dysk SSD ChromeOS Szary",1 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-chrome-515-i5-8gb-512gb.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,8 GB LPDDR5X RAM,Intel® Iris Xe Graphics,512 GB SSD,Chrome OS
"Laptop Acer Aspire 15 A15-41M-R00C 15,6"" R7 8840HS 16GB RAM 512GB Dysk SSD Win11 Szary",3 599,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-5-r7-16gb-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 8840HS,16 GB LPDDR5 RAM,AMD Radeon™ 780M,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS Vivobook 16X K3605VC-MB231W 16"" i5-13500H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Srebrny",3 299,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-k3605-16-i5-16gb-512gb-w11.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 13500H,16 GB DDR4 RAM,NVIDIA® GeForce RTX3050 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Acer Aspire 15 A15-41M-R00C 15,6"" R7 8840HS 16GB RAM 512GB Dysk SSD Win11 Szary",3 599,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-5-r7-16gb-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 8840HS,16 GB LPDDR5 RAM,AMD Radeon™ 780M,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS Vivobook 16X K3605VC-MB231W 16"" i5-13500H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Srebrny",3 299,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-k3605-16-i5-16gb-512gb-w11.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 13500H,16 GB DDR4 RAM,NVIDIA® GeForce RTX3050 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming F16 2024 FX607JV-N3186W 16"" 165Hz i7-13650HX 16GB RAM 1TB Dysk SSD RTX4060 Win11 Szary",5 799,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-tuf-i7-16gb-1tb-4060-w11.bhtml,"16 "", 1920 x 1200 pikseli 165 Hz",Intel® Core™ i7 13gen 13650HX,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop biznesowy ASUS ExpertBook B1 B1502CVA-BQ0095X 15,6"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",2 899,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-i5-1335u-16gb-512gb-w11p.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop ASUS M515UA-BQ560W 15,6"" R5 5500U 16GB RAM 512GB Dysk SSD Win11 Szary",2 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-m515-r5-16gb-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5500U,16 GB DDR4 RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro V 15 ANV15-51-57K8 15,6"" 144Hz i5-13420H 8GB RAM 512GB Dysk SSD RTX2050 Win11 Czarny",2 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro-5-i5-8gb-512gb-2050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 13gen 13420H,8 GB DDR5 RAM,NVIDIA® GeForce RTX™ 2050 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion Slim 5 16ARP9 16"" 165Hz R7 7435HS 16GB RAM 512GB Dysk SSD RTX4070 DLSS3 Win11 Szary",6 699,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-l5s-r7-16gb-512gb-4070-w11.bhtml,"16 "", 2560 x 1600 pikseli 165 Hz",AMD Ryzen™ 7 7435HS,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4070,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro 5 AN517-55-51MQ 17,3"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Win11 Czarny",5 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro-5-17-i5-16gb-512gb-4060-w11.bhtml,"17,3 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Air 13,6"" M2 16GB RAM 256GB Dysk macOS Gwiezdna Szarość",4 499,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-13-m2-8-8-16gb-256gb-sg.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M2,16 GB zunifikowana RAM,Apple M2 (8-rdzeni),256 GB SSD,macOS Monterey lub nowszy
"Laptop Acer Aspire 15 A15-51M-53DL 15,6"" Core 5 120U 32GB RAM 1TB Dysk SSD Win11 Szary",3 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-5-u5-32gb-1tb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ 5 120U,32 GB LPDDR5X RAM,Intel® Graphics,1 TB SSD,Windows 11 Home Edition
"Apple MacBook Air 2024 13,6"" M3 16GB RAM 512GB Dysk macOS Księżycowa Poświata",6 199,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-13-6-16gb-512gb-starlight.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M3,16 GB zunifikowana RAM,Apple M3 (10-rdzeni),512 GB SSD,macOS Sonoma lub nowszy
"Laptop gamingowy ASUS ROG Strix G15 2022 G513RM-HF265W 15,6"" 300Hz R7 6800H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Szary",6 999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-g513-r7-16gb-512gb-3060-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 300 Hz",AMD Ryzen™ 7 6800H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ 680M,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy MSI Sword 17 HX B14VGKG-083XPL 17"" 240Hz i7-14700HX 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Szary + Zestaw AKC",8 199,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-b14vgkg-17-i7-16gb-1tb-4070-nos.bhtml,"17 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i7 14gen 14700HX,16 GB DDR5 5600 Mhz RAM,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,1 TB SSD,bez systemu
"Laptop Dell Inspiron 3520-2109 15,6"" 120Hz i5-1235U 16GB RAM 1TB Dysk SSD Win11 Srebrny",2 599,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-3520-i5-16gb-1tb-w11_2.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 2666 MHz RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo LOQ 15ARP9 15,6"" 144Hz R7 7435HS 16GB RAM 1TB Dysk SSD RTX4060 Win11 Szary",4 699,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-lenovo-loq-r7-16gb-1tb-4060-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 7435HS,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4060,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming A15 FA506NCR-HN008W 15,6''144Hz R7 7435HS 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",3 799,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-tuf-r7-16gb-512gb-3050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 7435HS,16 GB DDR5 4800 Mhz RAM,NVIDIA® Geforce RTX 3050,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Pro 2024 14,2"" M4 16GB RAM 1TB Dysk macOS Gwiezdna Czerń",9 499,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mbp-14-m4-10-10-16gb-1tb-sb.bhtml,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M4,16 GB zunifikowana RAM,Apple M4 (10-rdzeni),1 TB SSD,macOS Sequoia lub nowszy
"Laptop gamingowy MSI Cyborg 15 A12VF-266XPL 15,6""144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Czarny",4 149,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-cyborg-a12vf-i5-16gb-512gb-4060.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,512 GB SSD,bez systemu
"Laptop gamingowy Lenovo Legion 9 16IRX8 16"" 165Hz i9-13900HX 32GB RAM 1TB Dysk SSD RTX4090 DLSS3 Win11 Szary",18 999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-legion9-16-i9-32gb-1tb-4090-w11.bhtml,"16 "", 3200 x 2000 pikseli 165 Hz",Intel® Core™ i9 13gen 13900HX,32 GB DDR5 6400 Mhz RAM,NVIDIA® GeForce RTX™ 4090 + Intel UHD Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop ASUS Vivobook Go 15 E1504FA-BQ366W 15,6"" R5 7520U 16GB RAM 512GB Dysk SSD Win11 Czarny",2 199,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-e1504-r5-16gb-512gb-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 7520U,16 GB LPDDR5 RAM,AMD Radeon™ 610M,512 GB SSD,Windows 11 Home Edition
"Laptop 2w1 ASUS Vivobook S 14 Flip TN3402YA-LZ054W 14"" R7 7730U 16GB RAM 512GB Dysk SSD Win11 Niebieski",3 299,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-tn3402y-14-r7-16gb-512gb-w11.bhtml,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 7 7730U,16 GB DDR4 RAM,AMD Radeon Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS Vivobook 16X K3605VU-MB260 16"" i9-13900H 32GB RAM 1TB Dysk SSD RTX4050 Srebrny",5 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-k3605-i9-32gb-1tb-4050-no-os_1.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i9 13gen 13900H,32 GB DDR4 RAM,NVIDIA® GeForce RTX 4050 + Intel Iris Xe Graphics,1 TB SSD,bez systemu
"Laptop 2w1 ASUS Vivobook S 14 Flip TN3402YA-LZ054W 14"" R7 7730U 16GB RAM 512GB Dysk SSD Win11 Niebieski",3 299,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-tn3402y-14-r7-16gb-512gb-w11.bhtml,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 7 7730U,16 GB DDR4 RAM,AMD Radeon Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS Vivobook 16X K3605VU-MB260 16"" i9-13900H 32GB RAM 1TB Dysk SSD RTX4050 Srebrny",5 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-k3605-i9-32gb-1tb-4050-no-os_1.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i9 13gen 13900H,32 GB DDR4 RAM,NVIDIA® GeForce RTX 4050 + Intel Iris Xe Graphics,1 TB SSD,bez systemu
"Apple MacBook Air 2024 13,6"" M3 16GB RAM 256GB Dysk macOS Księżycowa Poświata",5 999,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-13-6-m3-16gb-256gb-30w-stl.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M3,16 GB zunifikowana RAM,Apple M3 (10-rdzeni),256 GB SSD,macOS Sonoma lub nowszy
"Laptop Acer Aspire 3 A317-54-34S5 17,3"" i3-1215U 8GB RAM 512GB Dysk SSD Win11 Srebrny",2 499,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-17-8gb-512gb-w11.bhtml,"17,3 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,8 GB DDR4 3200 MHz RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop HP Pavilion 16-ag0054nw 16"" R5 8540U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2 899,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-pavilion-r5-854-16gb-512gb-16-w11.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 8540U,16 GB DDR5 6400 Mhz RAM,AMD Radeon™ 740M,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS Vivobook 15 X1504ZA-BQ279W 15,6"" i3-1215U 8GB RAM 512GB Dysk SSD Win11 Niebieski",1 799,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x1504-i3-8gb-512gb-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,8 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro 16 AN16-41-R28B 16"" 165Hz R7 7840HS 32GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Czarny",6 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro-5-16-r7-32gb-1tb-4070-w11.bhtml,"16 "", 2560 x 1600 pikseli 165 Hz",AMD Ryzen™ 7 7840HS,32 GB DDR5 5600 Mhz RAM,NVIDIA® GeForce RTX™ 4070 + AMD Radeon™ 780M,1 TB SSD,Windows 11 Home Edition
"Laptop Acer Swift Go 16 SFG16-72-78P3 OLED 16"" Ultra 7 155H 32GB RAM 1TB Dysk SSD Win11 Szary",4 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-swift-16-u7-32gb-1tb-w11.bhtml,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ Ultra 7 14gen 155H,32 GB LPDDR5X RAM,Intel® Arc Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy MSI Raider GE68 HX 14VHG-408PL 16"" 120Hz i9-14900HX 32GB RAM 2TB Dysk SSD RTX4080 DLSS3 Win11 Czarny",12 799,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-raider-g68-16-i9-32-2tb-4080-w11.bhtml,"16 "", 3840 x 2400 pikseli 120 Hz",Intel® Core™ i9 14gen 14900HX,32 GB DDR5 5600 Mhz RAM,NVIDIA® GeForce RTX™ 4080 + Intel UHD Graphics,2 TB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ACH6 15,6"" 120Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3050Ti Win11 Czarny",3 399,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-g3-r5-16gb-512ssd-3050ti-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 5 5600H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 Ti + AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming F15 2023 FX507VI-LP075W 15,6"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Szary",6 699,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-fx507-i7-16gb-1tb-4070-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 13gen 13620H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop Lenovo IdeaPad Slim 3 16ABR8 16"" R5 7530U 16GB RAM 512GB Dysk SSD Win11 Szary",2 449,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-16-r5-16gb-512gb-w11.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7530U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy MSI Cyborg 15 A12VF-271XPL 15,6""144Hz i7-12650H 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Czarny",4 499,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-cyborg-a12vf-i7-16gb-512gb-4060.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 12gen 12650H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,512 GB SSD,bez systemu
"Laptop Lenovo ThinkBook 16 G7 IML 16"" Ultra 7 155H 32GB RAM 1TB Dysk SSD Win11 Pro Szary",5 199,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-thinkbook-16-g7-iml-16-ultra-7-155h-32gb-ram-1tb-dysk-ssd-win11-pro-szary.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,32 GB DDR5 5600 Mhz RAM,Intel® Arc Graphics,1 TB SSD,Windows 11 Professional
"Laptop gamingowy Gigabyte AORUS 16X 2024 9KG-43EEC54SD 16"" 165Hz i7-13650HX 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Szary",5 499,https://www.euro.com.pl/laptopy-i-netbooki/gigabyte-laptop-aorus-16x-i7-16gb-1tb-4060-no-os.bhtml,"16 "", 2560 x 1600 pikseli 165 Hz",Intel® Core™ i7 13gen 13650HX,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX 4060 + Intel UHD Graphics,1 TB SSD,bez systemu
"Laptop Acer Swift Go 16 SFG16-72-56SV OLED 16"" Ultra 5 125U 16GB RAM 1TB Dysk SSD Win11 Szary",4 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-swift-16-u5-16gb-1tb-w11_1.bhtml,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ Ultra 5 14gen 125U,16 GB LPDDR5X RAM,Intel® Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion Slim 5 16IRH8 16"" 240Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Szary",6 799,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-l5s-16-i7-16gb-1tb-4060-w11_1.bhtml,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i7 13gen 13620H,16 GB DDR5 5200 Mhz RAM,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo LOQ 15IAX9 15,6"" 144Hz i5-12450HX 16GB RAM 512GB Dysk SSD RTX4060 Win11 Szary",4 599,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-loq-i5-16-512gb-4060-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450HX,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Air 2024 13,6"" M3 16GB RAM 512GB Dysk macOS Srebrny",6 199,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-13-6-16gb-512gb-silver.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M3,16 GB zunifikowana RAM,Apple M3 (10-rdzeni),512 GB SSD,macOS Sonoma lub nowszy
"Laptop Lenovo IdeaPad Slim 3 15IAH8 15,6"" i5-12450H 16GB RAM 1TB Dysk SSD Win11 Szary",2 699,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-lenovo-ips3-i5-16gb-1tb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 12450H,16 GB LPDDR5 4800 Mhz RAM,Intel® UHD Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy HP OMEN 17-ck1102nw 17,3'' 165Hz i7-12700H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Czarny",8 499,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-17-i7-16gb-1tb-3070ti-w11.bhtml,"17,3 "", 2560 x 1440 pikseli 165 Hz",Intel® Core™ i7 12gen 12700H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 3070 Ti + Intel Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop Acer Extensa 15 EX215-55-3773 15,6"" i3-1215U 16GB RAM 512GB Dysk SSD Win11 Szary",1 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-extensa-i3-16gb-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,16 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy HP OMEN 17-ck1102nw 17,3'' 165Hz i7-12700H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Czarny",8 499,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-17-i7-16gb-1tb-3070ti-w11.bhtml,"17,3 "", 2560 x 1440 pikseli 165 Hz",Intel® Core™ i7 12gen 12700H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 3070 Ti + Intel Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop Acer Extensa 15 EX215-55-3773 15,6"" i3-1215U 16GB RAM 512GB Dysk SSD Win11 Szary",1 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-extensa-i3-16gb-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,16 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ultrabook Huawei MateBook 14 2024 OLED 14,2"" Ultra 5 125H 16GB RAM 512GB Dysk SSD Win11 Szary",3 999,https://www.euro.com.pl/laptopy-i-netbooki/huawei-laptop-matebook-14-2024-16-512gb-w11.bhtml,"14,2 "", ekran dotykowy 2880 x 1920 pikseli 120 Hz",Intel® Core™ Ultra 5 14gen 125H,16 GB LPDDR5X RAM,Intel® Arc™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 5 15IAH7H 15,6"" 165Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3060 Szary",4 999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-l5-i5-16gb-512gb-3060-no-os_1.bhtml,"15,6 "", 2560 x 1440 pikseli 165 Hz",Intel® Core™ i5 12gen 12500H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 3060 + Intel Iris Xe Graphics,512 GB SSD,bez systemu
"Laptop biznesowy Lenovo ThinkBook 16 G6 IRL 16"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",3 449,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-leno-i5-1335u-16gb-512gb-16-w11p_2.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16 GB DDR5 5200 Mhz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop HP Victus 15-fa0999nw 15,6"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarno-srebrny",3 349,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-victus-i5-16gb-512gb-ssd-3050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Air 2024 13,6"" M3 8GB RAM 512GB Dysk macOS Północ",5 299,https://www.euro.com.pl/laptopy-i-netbooki/apple-macbook-air-2024-13-6-m3-8gb-ram-512gb-dysk-macos-polnoc.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M3,8 GB zunifikowana RAM,Apple M3 (10-rdzeni),512 GB SSD,macOS Sonoma lub nowszy
"Laptop 2w1 HP Envy x360 14-fa0222nw 14"" R5 8640HS 16GB RAM 512GB Dysk SSD Win11 Srebrny",3 799,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp-envy-r5-8640-16gb-512gb-14-w11_1.bhtml,"14 "", ekran dotykowy 1920 x 1200 pikseli",AMD Ryzen™ 5 8640HS,16 GB LPDDR5 6400 Mhz RAM,AMD Radeon™ 760M,512 GB SSD,Windows 11 Home Edition
